time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-14 18:33:35,749 - 22,592.30,939.56,11210.99,14228.12, If I can leave you with one big idea today it's that the whole of the data., Hvis jeg kan efterlade dig med en stor idé i dag er det hele dataene.
2025-06-14 18:33:39,784 - 45,592.46,1219.89,4034.05,13555.65, In which we consume is greater than the sum of the parts. And instead of., hvor vi forbruger er større end summen af de dele. og i stedet for.
2025-06-14 18:33:45,590 - 68,584.23,1253.54,5805.59,14659.82, Thinking about information overload what I'd like you to think about is how., tænker på oplysninger overbelaste hvad jeg gerne vil have dig til at tænke over er hvordan.
2025-06-14 18:33:52,477 - 91,615.64,1340.11,6886.49,16860.32, We can use information so that patterns pop and we can see trends that would otherwise, vi kan bruge oplysninger så mønstre pop og vi kan se tendenser der ellers ville
2025-06-14 18:33:59,572 - 113,626.90,1400.14,7093.81,19477.81, be invisible. So what we're looking at right here is a typical mortality chart organized., være usynlige. så hvad vi kigger på lige her er en typisk dødelighed diagram organiseret.
2025-06-14 18:34:04,595 - 136,636.26,1434.53,5022.32,19827.70, By age. This tool that I'm using here is a little experiment. It's called PIP., efter alder. dette værktøj som jeg bruger her er en lille eksperiment. det kaldes pip.
2025-06-14 18:34:09,702 - 159,612.10,1539.13,5107.00,20237.16, And with Pivot what I can do is I can choose to filter on one particular cause of death., og med pivot hvad jeg kan gøre er jeg kan vælge at filtrere på en bestemt dødsårsag.
2025-06-14 18:34:14,231 - 181,563.69,1481.09,4528.62,20285.28, Say accidents. And right away I see there's a different pattern that emerges., siger ulykker. og med det samme ser jeg at der er et andet mønster der opstår.
2025-06-14 18:34:21,076 - 204,700.63,1487.95,6843.90,22447.03, This is because in the mid era here people are their most active and over here they're their most active., dette er fordi i midten af æraen her folk er deres mest aktive og herovre er de deres mest aktive.
2025-06-14 18:34:27,035 - 227,599.53,1595.94,5958.73,23718.25, So it's frail. We can step back out again and then reorganize the data by., så det er skrøbeligt. vi kan træde tilbage ud igen og derefter reorganisere data ved.
2025-06-14 18:34:30,764 - 250,551.55,1230.60,3728.27,22759.86, Cause of death seeing that circulatory diseases and cancers are the usual., dødsårsagen da kredsløbssygdomme og kræft er de sædvanlige.
2025-06-14 18:34:34,218 - 272,564.94,1174.49,3453.87,21749.91, But not for everyone. If we go ahead and we filter., men ikke for alle. hvis vi går videre og vi filtrerer.
2025-06-14 18:34:38,164 - 295,564.31,1101.01,3945.33,21000.31, By age say 40 years or less. We see that accident., efter alder sige 40 år eller mindre. Vi ser at ulykken.
2025-06-14 18:34:43,587 - 318,725.83,1443.83,5423.32,21742.38, Actually the greatest cause that people have to be worried about and if you drill into that it's a special., faktisk den største årsag at folk skal være bekymret for og hvis du borer ind i at det er en speciel.
2025-06-14 18:34:46,435 - 340,592.03,1229.36,2846.93,20120.55, So you get the idea that viewing., så du får den idé at visning.
2025-06-14 18:34:51,082 - 363,582.66,932.94,4647.27,20073.67, Viewing information viewing data in this way is a lot like swimming and., visning af oplysninger visning data på denne måde er meget ligesom svømning og.
2025-06-14 18:34:55,643 - 386,579.17,1135.10,4560.87,19955.07, Living information infographic and if we can do this for raw data., levende oplysninger infografik og hvis vi kan gøre dette for rå data.
2025-06-14 18:34:59,507 - 409,582.61,1153.59,3863.16,19141.99, Why not do it for content as well? So what we have right here., hvorfor ikke gøre det for indhold så godt? så hvad vi har lige her.
2025-06-14 18:35:03,691 - 431,549.88,1078.58,4181.36,18853.88, Is the cover of every single sports illustrated ever produced?, er omslag for hver enkelt sport illustreret nogensinde produceret?
2025-06-14 18:35:09,372 - 454,643.04,1210.97,5681.01,19852.70, It's all here it's all on the web. You can go back to your rooms and try this., det er alt sammen her det er alt sammen på nettet. du kan gå tilbage til dine værelser og prøve dette.
2025-06-14 18:35:13,053 - 477,570.59,1398.84,3679.84,18856.24, After my talk. With pivot you can drill into a decade., efter min tale. med pivot kan du bore ind i et årti.
2025-06-14 18:35:17,547 - 499,591.30,1234.05,4493.51,18886.14, You can drill into a particular year. You can jump right into a specific issue., du kan bore ind i et bestemt år. du kan hoppe lige ind i et bestemt problem.
2025-06-14 18:35:25,019 - 524,715.29,1533.37,7471.48,21285.34, So I'm looking at this. I see the athletes that have appeared in this issue the sports. I'm a lance arm., så jeg kigger på dette. Jeg ser atleter der har optrådt i dette spørgsmål sporten. Jeg er en lance arm.
2025-06-14 18:35:29,902 - 546,667.31,1868.54,4882.42,21705.88, I'm a strong fan. So I'll go ahead and I'll click on that which reveals for me all the., jeg er en stærk fan. så jeg vil gå videre og jeg vil klikke på det som afslører for mig alle de.
2025-06-14 18:35:34,893 - 572,698.97,1737.22,4990.85,21406.02, She's in which Lance Armstrong's been a part of now. If I want to just kind of take a peek at the., hun er hvor Lance Armstrong har været en del af nu. hvis jeg ønsker at bare slags tage et kig på den.
2025-06-14 18:35:39,635 - 595,643.38,1823.49,4742.49,21472.46, I might think well what about taking a look at all of cycling so I can step., jeg måske tænke godt hvad om at tage et kig på alle cykling så jeg kan trin.
