time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-14 23:51:54,595 - 25,362.16,769.44,6786.59,38387.75, jeg hedder jane mcgonigal og er, My name is Jane McGonigal and I am
2025-06-14 23:51:58,655 - 45,260.97,991.56,4060.07,38291.33, jeg har lavet onlinespil i 10 år og mit, I've been making online games for 10 years and mine
2025-06-14 23:52:03,733 - 65,113.92,975.64,5077.69,39219.84, mål for det næste årti er at gøre det lige så lidt af red, goal for the next decade is to make it just as little of red
2025-06-14 23:52:10,951 - 85,126.29,1119.24,7217.63,42276.61, let at redde verden i det virkelige liv som det er at redde verden i online, easy to save the world in real life as it is to save the world in online
2025-06-14 23:52:14,234 - 106,147.99,1029.91,3282.26,41232.74, spil jeg har en plan for dette og den indebærer at, game I have a plan for this and it involves that
2025-06-14 23:52:17,287 - 126,174.98,746.76,3052.69,40136.61, overbevise flere mennesker herunder alle om, convince more people including all about
2025-06-14 23:52:20,470 - 147,268.67,740.48,3182.50,38953.68, at bruge mere tid på at spille større og bedre spil lige nu, spending more time playing bigger and better games right now
2025-06-14 23:52:23,224 - 167,112.00,825.31,2753.06,37572.62, bruger vi milliarder timer om ugen på at spille online, we spend billions of hours a week playing online
2025-06-14 23:52:25,204 - 191,300.09,761.58,1980.15,34570.23, nogle af jeg tænker måske at det, some of I might think that it
2025-06-14 23:52:27,733 - 212,341.05,743.73,2528.29,32752.80, er meget tid at bruge på at spille spil, is a lot of time to spend playing games
2025-06-14 23:52:30,931 - 232,151.75,770.89,3198.54,31815.42, måske for meget tid i betragtning af hvor mange presserende, maybe too much time considering how many urgent
2025-06-14 23:52:33,833 - 252,181.42,841.37,2900.53,30599.83, problemer vi har at løse i den virkelige verden men, problems we have to solve in the real world but
2025-06-14 23:52:37,889 - 274,311.51,923.23,4052.11,30168.53, ifølge min forskning ved institute of the future er et, according to my research at the institute of the future is a
2025-06-14 23:52:40,451 - 294,190.95,899.80,2560.44,28635.85, er det faktiske modsatte der er tilfældet milliarder timer, the actual opposite is the case billion hours
2025-06-14 23:52:44,281 - 314,171.39,1011.98,3825.71,28387.77, om ugen er slet ikke nok spilletid til at løse verdens mest, per week is not at all enough playing time to solve the world's most
2025-06-14 23:52:46,115 - 334,204.68,829.73,1833.34,26136.54, presserende problemer jeg, pressing problems I
2025-06-14 23:52:49,904 - 355,184.49,733.01,3786.97,25643.70, vi vil overleve det næste århundrede på denne planet er vi nødt til at, we will survive the next century on this planet we have to
2025-06-14 23:52:52,625 - 375,169.74,883.14,2719.79,24273.26, vi nød til at øge det samlede antal timer, we have to increase the total number of hours
2025-06-14 23:52:55,927 - 395,268.40,826.74,3300.02,23509.40, jeg har beregnet at vi har brug for 21 milliarder timers, I have calculated that we need 21 billion hours
2025-06-14 23:52:57,815 - 415,184.97,794.15,1887.98,21315.06, spil om ugen så det der er, game per week so that is
2025-06-14 23:53:01,208 - 440,308.49,765.82,3391.65,19618.86, nok en lidt kontraintuitiv idé så, probably a little counterintuitive idea then
2025-06-14 23:53:03,887 - 460,169.74,1059.47,2677.90,18242.50, jeg siger det lige igen så det kan synke ind hvis, I'm gonna say it again so it can sink in if
2025-06-14 23:53:06,743 - 484,180.31,1030.08,2855.66,16216.29, vi vil løse problemer som sult fattigdom, we're gonna solve problems like hunger poverty
2025-06-14 23:53:10,370 - 509,244.87,680.19,3626.02,14756.74, klimaforandringer globale konflikter og fedme tror jeg, climate change global conflicts and obesity I think
2025-06-14 23:53:14,097 - 529,196.41,801.68,3727.19,14428.95, vi skal stræbe efter at spille onlinespil i mindst 21, we should strive to play online games for at least 21
2025-06-14 23:53:17,357 - 550,283.83,870.52,3259.16,13406.52, milliarder timer om ugen inden udgangen af det næste årti, billion hours per week by the end of the next decade;
2025-06-14 23:53:19,102 - 571,296.65,713.13,1744.32,10866.15, jeg mener det alvorligt her er, I'm serious here is
2025-06-14 23:53:22,006 - 591,190.75,719.32,2904.06,9704.01, dette billede også mere ret godt hvorfor jeg mener, this picture also more quite well why I mean
2025-06-14 23:53:24,670 - 611,171.33,760.56,2662.70,8290.57, at spil er så vigtige for menneskehedens, that games are so important to mankind's
2025-06-14 23:53:28,677 - 631,201.01,876.06,4007.44,8213.72, fremtidige overlevelse det er et portræt taget af fotografen, future survival it is a portrait taken by the photographer
2025-06-14 23:53:31,125 - 654,285.96,777.08,2447.46,5967.45, ved navn fil toledano han, named file toledano he
2025-06-14 23:53:33,738 - 674,152.14,799.24,2612.81,4514.38, ønskede at fange følelsen ved at spille så han satte et, wanted to capture the feeling by playing so he put a
2025-06-14 23:53:39,456 - 697,307.17,957.01,4293.48,5558.46, kamera og for spillerne mens de spillede og dette er en klassisk følelse, camera and for the players while playing and this is a classic feeling
2025-06-14 23:53:41,988 - 718,184.62,862.87,2531.56,3817.77, ved at levis du ikke er en, by laughing you are not a
2025-06-14 23:53:45,400 - 738,157.86,748.20,2253.26,3160.54, spiller går du måske glip af nogen af, player you might miss any of
2025-06-14 23:53:50,968 - 760,282.65,835.75,3136.28,4255.95, nuancerne i dette billede du ser sandsynligvis en, the nuances of this image you see probably a
2025-06-14 23:53:54,283 - 781,159.15,778.01,2357.79,3295.65, smule af følelsen af uopsættelighed, bit of feeling of urgency
