time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-14 22:55:38,270 - 27,383.63,739.87,9547.78,39542.38, i dag vil jeg tale om energi og klima og det kan, Today I will talk about energy and climate and it can
2025-06-14 22:55:41,341 - 45,243.06,931.68,3069.98,38926.75, og der kan måske virke lidt overraskende fordi mit, and there may seem a little surprising because my
2025-06-14 22:55:46,662 - 67,271.70,833.56,5321.17,39759.42, i fonden hovedsageligt handler om vacciner og frø om de, in the fund is mainly about vaccines and seeds about the
2025-06-14 22:55:49,816 - 85,117.23,933.07,3152.68,39256.60, ting vi skal opfinde og lavere for at hjælpe de fattigste, things we need to invent and lower to help the poorest
2025-06-14 22:55:51,838 - 103,147.04,792.80,2022.01,37607.15, milliarder mennesker til et bedre liv, billion people for a better life
2025-06-14 22:55:56,523 - 123,275.31,850.40,4684.82,38215.07, men energi og klima er ekstremt vigtigt for disse mennesker faktisk, but energy and climate are extremely important for these people actually
2025-06-14 22:55:59,484 - 141,104.92,909.29,2960.66,37506.55, vigtigere end for nogen andre på kloden det, more important than for anyone else on the planet it
2025-06-14 22:56:02,956 - 159,101.81,806.47,3471.37,37313.46, forværrede klima betyder at deres afgrøder i mange år, deteriorating climate means that their crops for many years
2025-06-14 22:56:05,212 - 179,272.35,832.59,2256.27,35481.64, ikke vil vokse at der vil være for meget regn, that there will be too much rainfall
2025-06-14 22:56:07,813 - 197,158.96,828.87,2600.13,34404.67, eller for lidt regn og at tingene vil ændre sig, or too little rain and that things will change
2025-06-14 22:56:10,355 - 215,189.48,721.06,2542.38,33256.09, på måder som deres skrøbelige miljø, in ways like their fragile environment
2025-06-14 22:56:13,436 - 237,315.25,741.81,3080.87,31860.85, simpelthen ikke kan klare og det fører til sult det fører, simply cannot cope and it leads to hunger it leads
2025-06-14 22:56:16,407 - 254,162.25,780.99,2969.84,31357.22, til usikkerhed det fører til uro så klima, to uncertainty it leads to unrest so climate
2025-06-14 22:56:19,259 - 272,157.16,780.52,2851.41,30542.70, så klimaforandringerne vil være forfærdelige for dem også, so climate change will be terrible for them too
2025-06-14 22:56:22,350 - 291,247.86,792.93,3090.89,29764.12, prisen på energi er meget vigtigt for dem, the price of energy is very important for them
2025-06-14 22:56:25,443 - 309,152.83,905.45,3092.16,29200.26, faktisk hvis man kunne vælge én ting at sænke prisen på, actually if one could choose one thing to lower the price of
2025-06-14 22:56:28,498 - 327,145.18,899.49,3055.62,28584.42, for at reducere fattigdommen betydeligt ville man vælge, to reduce poverty significantly you would choose
2025-06-14 22:56:31,632 - 347,304.26,812.31,3133.25,27653.44, energi prisen på energi er faldet over tid, energy price of energy has fallen over time
2025-06-14 22:56:34,298 - 366,267.31,741.57,2664.84,26459.77, en virkelig avanceret civilisation er baseret, a truly advanced civilization is based
2025-06-14 22:56:36,177 - 384,183.27,637.97,1878.65,24652.04, på fremskridt inden for energi, on progress in energy;
2025-06-14 22:56:40,569 - 406,330.24,695.53,4391.61,24490.64, kold revolutionen drev den industrielle revolution og selv, the Cold Revolution drives the Industrial Revolution and itself
2025-06-14 22:56:42,988 - 424,186.07,818.79,2419.27,23205.13, i 1900 tallet set et meget, in the 1900s seen a very
2025-06-14 22:56:46,260 - 442,144.93,798.75,3271.38,22764.54, hurtigt fald i prisen på elektricitet og det er, rapid drop in the price of electricity and it is
2025-06-14 22:56:49,615 - 463,197.99,792.42,3354.20,21775.94, derfor vi har køleskabe aircondition kan, therefore we have refrigerators air conditioning can
2025-06-14 22:56:52,229 - 481,257.01,770.64,2613.68,20682.25, fremstille moderne materialer og gøre så mange ting, produce modern materials and do so many things
2025-06-14 22:56:54,982 - 501,175.15,727.18,2753.42,19310.84, og derfor er vi i en vidunderlig situation med, and therefore we are in a wonderful situation with
2025-06-14 22:56:57,544 - 519,185.11,796.85,2561.25,18146.91, elektricitet i den rige verden men når vi gør den, electricity in the rich world but when we do it
2025-06-14 22:57:00,459 - 538,311.11,787.89,2914.94,17112.27, billigere lærer sige lad os gøre den dobbelt så, cheaper teacher say let's do it twice as
2025-06-14 22:57:03,662 - 559,321.50,914.05,3202.69,15980.07, dobbelte billig skal vi imødekomme en ny begrænsning og den, double inexpensive we must meet a new limit and the
2025-06-14 22:57:06,763 - 577,147.77,755.22,3100.53,15356.59, begrænsning har at gøre med c2, restriction has to do with c2
2025-06-14 22:57:19,579 - 596,302.37,743.78,12815.36,24288.02, opvarmer planeten og ligningen for co2 er, heating the planet and the equation for co2 is
2025-06-14 22:57:23,103 - 614,152.61,853.60,3522.81,24131.35, faktisk meget enkelt hvis man summerer co2, actually very simple if you sum the co2
