time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-14 18:46:01,774 - 25,875.48,1220.55,15715.46,18048.98, I'd like to share with you a discovery that I made a few months ago while writing an, Jeg vil gerne dele en opdagelse med dig som jeg lavede for et par måneder siden mens jeg skrev en
2025-06-14 18:46:06,696 - 50,638.05,1447.81,4921.16,17786.74, article for Italian Wired. I always keep my bizaras handy whenever I'm writing..., artikel for italiensk kablet. Jeg altid holde min bizaras handy når jeg skriver...
2025-06-14 18:46:11,091 - 75,589.35,1481.56,4394.64,16982.51, but I'd already finished editing the piece and I realized that I had never..., men jeg havde allerede færdig redigere stykket og jeg indså at jeg aldrig havde...
2025-06-14 18:46:15,170 - 102,615.78,1541.99,4078.94,15458.94, once in my life looked up the word disabled to see what I'd find., en gang i mit liv kiggede op ordet deaktiveret for at se hvad jeg ville finde.
2025-06-14 18:46:19,081 - 129,619.98,1335.50,3910.46,13796.06, Let me redo the entry. Disabled adjective crippled., lad mig gendanne indgangen. deaktiveret adjektiv lammet.
2025-06-14 18:46:22,706 - 154,537.42,1188.47,3624.75,12249.37, Helpless useless wrecked stalled maimed., hjælpeløs ubrugelig ødelagt standset lemlæstet.
2025-06-14 18:46:25,444 - 180,492.80,1127.82,2737.40,9597.20, Wounded mangled lame mutilated., såret lemlæstet halt lemlæstet.
2025-06-14 18:46:28,477 - 205,533.86,1032.52,3032.83,7490.23, Run down worn out weakened impotent., køres ned slidt svækket impotent.
2025-06-14 18:46:30,810 - 231,531.80,883.81,2332.47,4426.54, Castrated paralyzed handicapped., kastreret lammet handicappet.
2025-06-14 18:46:36,741 - 257,597.90,1046.01,3348.56,4993.54, C-nile decrepit laid up done up done for done., c-nile decrepit lagt op færdig færdig færdig.
2025-06-14 18:46:41,992 - 282,505.84,1371.99,3178.18,5057.02, In cracked up counted out. See also hurt., in cracket up optalte. se også såret.
2025-06-14 18:46:47,442 - 312,529.52,1073.01,2691.08,4294.40, Useless and weak. Antonyms. Healthy. Strong., ubrugelig og svag. antonymer. sund. stærk.
2025-06-14 18:46:54,286 - 341,575.39,1205.53,3399.77,5182.04, Capable. I was reading this list out loud to a friend and at first was laughing., i stand. Jeg læste denne liste højt til en ven og i første omgang grinede.
2025-06-14 18:47:00,284 - 367,517.40,1244.01,4066.95,5829.34, It was so ludicrous but I'd just gotten past mangled., det var så latterligt men jeg havde lige fået forbi manipuleret.
2025-06-14 18:47:05,184 - 393,624.63,1220.32,3521.94,5367.28, And my voice broke and I had to stop and collect myself., og min stemme brød og jeg var nødt til at stoppe og samle mig selv.
2025-06-14 18:47:10,189 - 422,476.80,956.97,2941.12,4375.28, from the emotional shock and impact., fra det følelsesmæssige chok og indvirkning.
2025-06-14 18:47:15,496 - 447,591.37,901.79,3026.02,4520.94, But the assault from these words unleashed you know of course is it?, men overfaldet fra disse ord udløste selvfølgelig er det?
2025-06-14 18:47:29,492 - 475,664.43,1596.99,10469.24,12732.12, This is my raggedy old façara so I'm thinking this must be an ancient print date right? But in fact..., dette er min raggedy gamle façara så jeg tænker dette må være en gammel udskrift dato ikke? men faktisk...
2025-06-14 18:47:34,737 - 500,541.43,1494.31,5244.84,12805.25, My print date was the early 1980s when I would have been..., min udskriftsdato var begyndelsen af 1980'erne hvor jeg ville have været...
2025-06-14 18:47:39,873 - 526,568.27,1230.07,5135.70,12526.61, starting primary school and forming an understanding of myself outside the family unit., startende grundskolen og danne en forståelse af mig selv uden for familieenheden.
2025-06-14 18:47:44,787 - 551,654.41,1332.85,4912.75,12234.86, And as related to the other kids in the world around me and needless to say thank God., og som relateret til de andre børn i verden omkring mig og overflødigt at sige gudskelov.
