time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-14 17:30:06,744 - 15,574.24,1231.67,11202.29,15632.50, Let's pretend right here we have a machine a big machine a cool., Lad os lade som om vi har en maskine en stor maskine en cool.
2025-06-14 17:30:10,833 - 32,626.66,1243.74,4088.19,16238.52, It's a little tennis machine and it's a time machine. And everyone in the..., det er en lille tennismaskine og det er en tidsmaskine...
2025-06-14 17:30:14,552 - 47,557.06,1435.28,3718.37,16896.30, this room has to get into it. And you can go backwards. You can..., dette rum skal komme ind i det. og du kan gå baglæns. du kan...
2025-06-14 17:30:18,601 - 63,560.46,1471.66,4049.02,17669.01, go forwards. You cannot stay where you are. And I wonder what you..., gå videre. du kan ikke bo hvor du er. og jeg spekulerer på hvad du...
2025-06-14 17:30:24,379 - 78,596.08,1298.58,5777.87,20376.16, choose because I've been asking my friends this question a lot lately., vælge fordi jeg har spurgt mine venner dette spørgsmål en masse sidst.
2025-06-14 17:30:31,962 - 93,644.97,1251.40,7581.99,24882.48, And they all want to go back. I don't know. They want to go back before there were-, og de alle ønsker at gå tilbage. jeg ved ikke. de ønsker at gå tilbage før der var
2025-06-14 17:30:35,319 - 108,520.46,1203.48,3356.25,25192.08, Automobiles or Twitter or American Idol., biler eller twitter eller amerikansk idol.
2025-06-14 17:30:38,111 - 126,526.43,886.76,2792.13,24324.68, I don't know. I'm unconvinced., jeg ved det ikke. Jeg er ikke overbevist.
2025-06-14 17:30:41,710 - 141,557.34,937.36,3598.26,24878.44, There's some sort of pull to nostalgia to wishful thinking., der er en slags træk til nostalgi til ønsketænkning.
2025-06-14 17:30:45,812 - 157,605.83,1259.83,4102.25,25730.41, And I understand that. I'm not part of that crowd I have to say., og jeg forstår at. Jeg er ikke en del af den crowd jeg har at sige.
2025-06-14 17:30:50,297 - 172,663.80,1403.48,4484.64,27166.83, I don't want to go back and it's not because I'm adventurous., jeg ønsker ikke at gå tilbage og det er ikke fordi jeg er eventyrlysten.
2025-06-14 17:30:53,941 - 187,529.27,1146.31,3643.49,27770.56, Because possibilities on this planet they don't go back., fordi muligheder på denne planet de ikke går tilbage.
2025-06-14 17:30:57,684 - 202,606.13,1029.67,3741.92,28464.14, So I want to get in the machine and I want to go forward., så jeg ønsker at komme i maskinen og jeg ønsker at gå videre.
2025-06-14 17:31:01,578 - 217,589.07,1197.29,3891.90,29293.81, This is the greatest time there's ever been on this planet., dette er den største tid der nogensinde har været på denne planet.
2025-06-14 17:31:05,090 - 233,498.24,975.99,3511.64,29552.30, By any measure that you wish to choose., ved enhver foranstaltning som du ønsker at vælge.
2025-06-14 17:31:07,879 - 248,531.91,860.59,2788.08,29280.35, It's health wealth mobility opportunity., det er sundhed rigdom mobilitet mulighed.
2025-06-14 17:31:10,874 - 263,564.27,844.97,2993.33,29164.73, Declining rates of disease there's never been a th-, faldende sygdomsrater der har aldrig været en th
2025-06-14 17:31:13,365 - 281,470.68,795.55,2490.39,27961.03, time like this. My great, tid som denne. min store
2025-06-14 17:31:17,113 - 296,542.68,929.56,3747.48,28627.10, love them by the time they were sixty. My grandparents pushed., elsker dem når de var tres. mine bedsteforældre skubbet.
2025-06-14 17:31:21,212 - 311,550.82,1360.69,4099.29,29637.61, That number to seventy. My parents are closing in on A.D.,  at antallet til halvfjerds. mine forældre er ved at lukke ind på a.d.
2025-06-14 17:31:24,184 - 327,576.12,1250.14,2970.94,29316.47, So I they're better be it. They're better be it., så jeg de er bedre være det. de er bedre være det.
2025-06-14 17:31:28,131 - 344,578.72,1230.99,3946.67,29749.09, Nine in the beginning of my death number. Um but it's not even a-, ni i begyndelsen af mit dødsnummer. um men det er ikke engang en
2025-06-14 17:31:31,174 - 360,536.30,1031.64,3042.54,29472.20, about people like us. Because this is a big-, om folk som os. fordi dette er en stor
2025-06-14 17:31:33,900 - 375,534.46,979.03,2724.78,29098.15, deal than that. A kid born a new deli today., deal end det. et barn født en ny deli i dag.
2025-06-14 17:31:38,281 - 390,568.56,1228.99,4380.72,30415.62, It can expect to live as long as the richest man in the world did a., det kan forvente at leve så længe den rigeste mand i verden gjorde en.
2025-06-14 17:31:40,977 - 405,503.76,1121.65,2695.92,30026.91, A hundred years ago. Think about that. It's an incredible., hundrede år siden. Tænk over det. det er en utrolig.
2025-06-14 17:31:43,513 - 420,504.52,923.03,2532.93,29488.51, Why is it true? Smallpox., hvorfor er det sandt? kopper.
2025-06-14 17:31:47,099 - 436,497.07,847.21,3586.27,29760.85, Smallpox killed billions of people on this planet., kopper dræbte milliarder af mennesker på denne planet.
2025-06-14 17:31:51,184 - 451,561.09,1149.01,4083.91,30768.67, He shaped the demography of the globe in a way that no war ever..., han formet demografi af kloden på en måde at ingen krig nogensinde...
2025-06-14 17:31:53,775 - 468,570.20,1231.62,2590.83,29879.11, has. It's gone. It's vanished. We vanquished..., har. det er væk. det er forsvundet. vi besejrede...
2025-06-14 17:31:57,222 - 483,542.71,850.93,3446.40,30222.34, Puff. In the rich world diseases..., puff. i den rige verden sygdomme...
2025-06-14 17:31:59,886 - 499,527.52,834.20,2664.35,29588.04, ...the threatened millions of us just a generation ago., ...de truede millioner af os for blot en generation siden.
2025-06-14 17:32:02,696 - 514,518.63,870.38,2810.00,29273.70, No longer exists hardly diphtheria., eksisterer ikke længere næppe difteri.
2025-06-14 17:32:05,949 - 529,591.06,960.05,3252.12,29452.47, Rubella polio does anyone even know what those things are?, rubella polio ved nogen overhovedet hvad disse ting er?
2025-06-14 17:32:08,978 - 546,525.48,994.39,3028.69,28972.64, Vaccines modern medicine our ability., vacciner moderne medicin vores evne.
2025-06-14 17:32:12,629 - 561,566.17,1040.29,3650.60,29531.26, To feed billions of people. Those are triumphs of..., at fodre milliarder af mennesker. disse er triumfer af...
