time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-15 20:30:08,148 - 30,388.03,639.18,6134.63,36854.48, i et stykke tid har jeg været interesseret i, For a while I've been interested in
2025-06-15 20:30:17,447 - 55,316.10,982.19,9297.65,40960.82, boeffekten hvilket måske virker underligt for en tryllekunstner at være interesseret, the estate effect which may seem strange for a magician to be interested
2025-06-15 20:30:21,286 - 82,345.23,1052.12,3837.53,39152.88, i med mindre man ser det på samme måde som jeg nemlig at, in unless you see it the same way as I do namely that
2025-06-15 20:30:29,187 - 108,299.41,1030.92,7901.24,41649.94, noget fransk bliver så troværdigt for nogen at det bliver til noget virkeligt, something French becomes so believable for someone that it becomes something real
2025-06-15 20:30:33,618 - 134,312.09,1009.74,4429.36,40679.89, med andre ord har sukkerpiller en målbar effekt i visse, in other words sugar pills have a measurable effect in certain
2025-06-15 20:30:38,236 - 159,132.87,920.99,4618.08,40100.62, typer undersøgelser placeboeffekten opstår fordi personen, types of studies the placebo effect occurs because the person
2025-06-15 20:30:40,477 - 185,281.72,729.52,2240.38,36912.63, tror på at det der sker med dem, believes that what happens to them
2025-06-15 20:30:43,622 - 212,630.76,722.49,3144.35,34495.59, er et lægemiddel eller en form for smertelindring, is a medicine or some kind of pain relief
2025-06-15 20:30:46,997 - 239,169.27,820.14,3374.76,32278.00, hvis de tror nok på det er der en målbar effekt i, if they believe enough there is a measurable effect in
2025-06-15 20:30:50,617 - 264,205.27,873.12,3620.07,30724.81, kroppen der kaldes placeboeffekten noget falsk bliver til, body called the placebo effect something false turns into
2025-06-15 20:30:53,829 - 290,184.01,923.19,3211.92,28584.55, noget virkeligt på grund af en persons opfattelse af det, something real because of a person's perception of it
2025-06-15 20:30:59,099 - 315,1060.76,991.13,5269.01,28720.09, for at vi kan forstå hinanden ved at starte med at vise jeg et meget, so that we can understand each other by starting by showing me a very
2025-06-15 20:31:02,370 - 341,185.39,1048.72,3270.84,26617.30, simpelt trylle træk og jeg vil vise jeg hvordan det virker, simple magical move and I'll show you how it works
2025-06-15 20:31:05,431 - 367,539.00,900.12,3060.19,24313.00, dette er et træk der har været i alle børns, this is a move that has been in all children
2025-06-15 20:31:07,626 - 392,166.38,796.99,2195.08,21321.95, tryllebøger siden mindst, magic books since at least
2025-06-15 20:31:12,256 - 419,319.59,828.12,4629.24,20398.43, jeg lærte det selv fra cup scout magic i 1970erne, I learned it myself from cup scout magic in the 1970s
2025-06-15 20:31:15,341 - 445,189.34,975.75,3085.03,18114.78, jeg vil udføre det for jeg og derefter forklare det, I will perform it for me and then explain it
2025-06-15 20:31:18,695 - 470,893.03,950.61,3353.70,16334.60, og så vil jeg forklare hvorfor jeg forklarer det okay, and then I will explain why I explain it okay
2025-06-15 20:31:21,366 - 498,876.17,1088.60,2670.46,13213.95, så her er hvad der sker kniven, so here's what happens to the knife
2025-06-15 20:31:24,820 - 524,222.44,864.60,3453.15,11280.88, som i kan undersøge min hånd som i kan, which you can examine my hand as you can
2025-06-15 20:31:28,516 - 549,176.87,999.34,3695.70,9804.56, undersøge jeg vil bare holde kniven i min knytnæve sådan, examine I just want to hold the knife in my fist like that
2025-06-15 20:31:31,147 - 575,214.81,1034.01,2630.52,7097.02, jeg vil trække ærmet tilbage og for at, I'll pull back the sleeve and to
2025-06-15 20:31:34,632 - 601,181.78,821.04,3484.70,5218.24, sikre at der ikke kommer noget op eller ned af ærmet, ensure that nothing comes up or down the sleeve
2025-06-15 20:31:39,793 - 628,193.47,872.06,3738.73,4804.97, ville jeg bare klemme min håndled lige her så du kan se, I would just squeeze my wrist right here so you can see
2025-06-15 20:31:44,665 - 654,182.76,929.63,3195.55,4308.61, at der ikke kan glide noget op eller ned af ærmet så, that nothing can slip up or down the sleeve then
2025-06-15 20:31:49,105 - 679,164.12,903.19,2478.10,3546.39, længe jeg klemmer der formålet med dette er ganske, while I squeeze there the purpose of this is quite
2025-06-15 20:31:55,910 - 705,174.04,984.17,3833.35,4992.30, enkelt jeg vil åbne min hånd og forhåbeligt hvis alt går, simply I will open my hand and hopefully if everything goes
2025-06-15 20:32:01,031 - 730,181.08,975.35,3804.95,4962.09, godt vil min rene dyriske magnetisme holde kniven på, well my pure animal magnetism will hold the knife on
2025-06-15 20:32:05,976 - 758,242.27,932.29,2948.36,4123.67, plads den sidder faktisk holdes så fast, space it is actually held so firmly
2025-06-15 20:32:11,497 - 783,185.25,896.41,3393.85,4475.93, på plads at jeg fra rystede og kniven falder, in place that I from the shaking and the knife falls
2025-06-15 20:32:15,601 - 808,196.01,807.52,2384.11,3390.07, ikke intet glider op eller, nothing slips up or
2025-06-15 20:32:22,002 - 835,176.80,741.71,3301.27,4220.89, ned ad min arme ingen snyd og du kan undersøge alt, down my arms no cheating and you can investigate everything
2025-06-15 20:32:25,875 - 860,312.50,770.98,1836.05,2920.38, så dette er et træk som, so this is a move as
2025-06-15 20:32:33,742 - 886,204.21,797.71,4449.43,5452.99, er ofte lære til små børn der er interesseret i magi fordi, is often learning for young children who are interested in magic because
2025-06-15 20:32:38,998 - 911,177.87,1025.13,4336.18,5539.76, man kan lære meget om bedrag ved at studere netop dette selv om, you can learn a lot about deception by studying this very thing although
2025-06-15 20:32:41,932 - 936,310.48,856.41,2166.98,3334.92, det, it
2025-06-15 20:32:43,494 - 0,942.23,470.05,1561.62,3864.85, øøhhm, uhhm
