time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-15 16:58:55,661 - 15,377.49,452.70,3024.19,36829.68, jeg har kendt mange, I've known many
2025-06-15 16:59:00,361 - 25,285.77,726.87,4699.18,39460.83, fisk i mit liv men jeg har kun elsket, fish in my life but I have only loved
2025-06-15 16:59:01,886 - 35,111.79,687.59,1524.33,38927.52, har kun set, have only seen
2025-06-15 16:59:06,817 - 48,252.38,579.20,4930.83,41140.97, første var mere som en videnskabelig affære, first was more like a scientific affair
2025-06-15 16:59:08,807 - 58,285.66,615.90,1989.01,41058.08, var en smuk fisk med, was a beautiful fish with
2025-06-15 16:59:11,482 - 68,72.54,595.50,2674.66,41666.69, smagfulde konsistens og kødfuld, tasteful consistency and fleshy
2025-06-15 16:59:13,174 - 79,75.79,612.86,1692.35,41057.34, kød fuldhed en best, meat fullness a best
2025-06-15 16:59:15,077 - 89,91.10,592.08,1902.34,40879.03, celler på menyen hvilken, cells on the meny which
2025-06-15 16:59:16,699 - 99,112.32,557.54,1622.35,40431.36, fisk endnu bedre, fish even better
2025-06-15 16:59:17,689 - 109,79.50,481.28,989.64,39341.48, var det at den var opdrættet, it was farmed
2025-06-15 16:59:19,417 - 119,89.86,587.67,1727.24,38994.60, efter de højeste standarder for, to the highest standards for
2025-06-15 16:59:22,553 - 130,104.03,636.13,3136.01,39838.97, bæredygtighed så man kunne have god, sustainability so that you could have good
2025-06-15 16:59:24,342 - 141,229.27,589.76,1788.17,39325.84, samvittighed ved at sælge den, conscience by selling it
2025-06-15 16:59:27,052 - 152,230.74,585.23,2708.95,39744.79, havde et forhold til dennes skønhed, had a relationship with its beauty
2025-06-15 16:59:29,959 - 163,90.49,657.52,2906.53,40359.70, denne skønhed i flere måneder indtil en, this beauty for several months until a
2025-06-15 16:59:32,511 - 173,70.73,684.64,2551.31,40863.03, dag direktøren for virksomheden, day the director of the establishment;
2025-06-15 16:59:34,405 - 183,99.89,598.09,1893.86,40673.49, ringede og sport og, called and sports and
2025-06-15 16:59:36,530 - 194,269.13,652.35,2125.44,40529.85, jeg vil tale ved et arrangement om, I will talk at an event about
2025-06-15 16:59:38,916 - 205,151.73,652.93,2384.95,40665.40, virksomhedens bæredygtighed, the company's sustainability
2025-06-15 16:59:40,588 - 218,273.54,507.20,1671.98,39639.38, absolut sager, absolute cases;
2025-06-15 16:59:42,894 - 229,286.49,506.58,2305.25,39670.72, her var et firma der forsøgte, here was a company that tried
2025-06-15 16:59:45,029 - 239,143.56,641.10,2134.37,39726.09, de forsøgte at løse det der er, they tried to solve what is
2025-06-15 16:59:48,062 - 249,134.43,658.94,3032.97,40694.16, blevet et ufatteligt problem for vores, become an incredible problem for our
2025-06-15 16:59:49,974 - 261,270.89,706.60,1911.96,40133.97, kokke hvordan holder, chefs how to keep
2025-06-15 16:59:51,988 - 272,124.91,651.16,2012.97,39880.46, vi fisk på vores minyer, we fish on our minyer
2025-06-15 16:59:53,886 - 283,290.62,614.83,1897.06,39516.05, i de sidste 50, in the last 50
2025-06-15 16:59:57,137 - 298,294.74,905.52,3251.10,39675.63, år har vi fisket i havene som vi, Years we've been fishing in the oceans like we do
2025-06-15 16:59:58,582 - 308,165.10,684.87,1442.81,39062.99, øøhhm, uhhm
2025-06-15 17:00:02,565 - 319,312.28,706.75,3983.01,40771.91, rødder skove det er svært at overdrive, roots forests it's hard to exaggerate
2025-06-15 17:00:03,161 - 330,181.19,668.46,595.22,39092.05, øøhhm, uhhm
2025-06-15 17:00:06,813 - 341,367.88,661.75,3651.66,40479.87, ødelæggelsen 90 procent af de store fisk, the destruction 90 percent of the big fish
2025-06-15 17:00:08,483 - 356,359.41,603.16,1669.54,39052.07, vi elsker, we love
2025-06-15 17:00:10,316 - 370,325.46,414.21,1831.94,38012.75, hellefisk, Greenland halibut
2025-06-15 17:00:12,092 - 380,129.94,461.69,1775.47,37722.23, sværfisk er, Swordfish
2025-06-15 17:00:13,281 - 390,162.03,465.92,1188.81,36853.56, udryddet, eradicated
2025-06-15 17:00:15,033 - 401,309.74,492.13,1751.53,36322.50, der var intet tilbage, nothing left
2025-06-15 17:00:17,594 - 416,185.13,579.23,2559.96,35785.61, så på godt og ondt vil, so for good and evil will
2025-06-15 17:00:19,108 - 427,151.11,591.43,1514.21,35027.13, øøhhm, uhhm
2025-06-15 17:00:21,266 - 439,334.16,564.73,2156.73,34714.07, akvakultur opdræt af fisk var en, aquaculture fish farming was a
2025-06-15 17:00:23,983 - 450,150.06,668.65,2717.24,35174.91, hvad er en del af vores fremtid, what is part of our future
2025-06-15 17:00:26,833 - 461,131.05,647.44,2849.23,35746.27, der er mange argumenter imod, there are many arguments against
2025-06-15 17:00:28,251 - 471,161.51,480.20,1417.46,35097.90, det, it
2025-06-15 17:00:29,045 - 481,145.42,456.89,794.15,33811.51, forurener i hvert, pollutes in each
2025-06-15 17:00:31,557 - 493,171.62,539.02,2511.86,33856.08, i hver fald de fleste af dem og de, pollutes most of them and the
2025-06-15 17:00:33,623 - 504,134.20,604.91,2065.52,33659.27, er ineffektive, are ineffective;
2025-06-15 17:00:36,456 - 515,272.24,499.12,2830.20,34236.91, tartu som et eksempel, tartu as an example
2025-06-15 17:00:38,189 - 525,163.37,492.16,1732.26,33911.99, stor ulempe, major disadvantage
2025-06-15 17:00:39,147 - 540,1126.98,601.23,958.00,31780.28, er at den har, is that it has
2025-06-15 17:00:41,259 - 555,806.13,577.26,2111.61,30796.65, foderudnyttelseforhold på, feed utilisation conditions on:
2025-06-15 17:00:42,618 - 565,147.65,453.52,1358.18,30104.79, til, to
2025-06-15 17:00:44,921 - 579,454.30,587.28,2301.61,29495.28, begge betyder at det kræver 15 pund vild, both means it requires 15 pounds wild
2025-06-15 17:00:47,052 - 591,800.31,686.85,2131.43,29147.60, fisk for at få et, fish to get a
2025-06-15 17:00:48,839 - 604,323.21,504.04,1785.94,28257.56, pund opdrættet, pound farmed
2025-06-15 17:00:53,409 - 615,131.41,598.31,4569.58,30548.76, det er ikke særligt bæredygtigt og smager heller, it is not very sustainable and tastes either
2025-06-15 17:00:56,424 - 627,330.16,706.66,3012.82,31082.07, ikke særlig godt så her, not very good so here
2025-06-15 17:00:58,172 - 637,183.60,501.45,1744.69,30745.95, var endelig et firma, was finally a company
2025-06-15 17:01:01,705 - 648,119.16,648.74,3532.92,32020.35, forsøgte at gøre det rigtigt og jeg vil støtte, tried to do it right and I will support
2025-06-15 17:01:03,539 - 658,177.81,675.81,1832.06,31790.99, dem dagen, them the day
2025-06-15 17:01:06,822 - 668,584.06,519.66,3282.57,32996.40, før arrangementet ringede jeg til, before the event I called
2025-06-15 17:01:08,842 - 683,199.99,679.62,2019.33,31921.33, firmaets pr chef, the company's per boss
2025-06-15 17:01:09,941 - 698,171.25,614.37,1097.82,29929.65, lars kald ham, lars call him
2025-06-15 17:01:12,558 - 708,209.88,461.84,2616.70,30496.50, sager, cases
2025-06-15 17:01:14,162 - 719,215.68,362.55,1602.87,29812.06, for tilplads, 
2025-06-15 17:01:16,090 - 729,683.42,744.83,1926.85,29672.46, i er kendt for at opdrætte så langt ude på, i is known to breed so far at
2025-06-15 17:01:18,657 - 742,341.85,756.15,2566.20,29571.11, havet er de ikke forurener, sea they are not polluting
2025-06-15 17:01:19,819 - 753,934.44,738.44,1159.77,28454.17, det er rigtigt sagde, that's right said
2025-06-15 17:01:20,279 - 767,795.52,624.24,459.67,26017.58, øøhhm, uhhm
2025-06-15 17:01:24,032 - 778,446.81,861.63,3752.04,27508.58, han vi er så langt ude at affaldet fra års fisk, he we're so far out that the waste from years of fish
2025-06-15 17:01:24,706 - 0,322.93,916.99,671.86,26539.81, øøhhm, uhhm
