time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-16 18:16:35,615 - 21,593.14,1173.52,13944.41,19177.86, I'd like to share with you a discovery that I made a few months ago., Jeg vil gerne fortælle dig en opdagelse som jeg lavede for et par måneder siden.
2025-06-16 18:16:41,897 - 42,566.26,1229.92,6281.73,21106.30, So while writing an article for Italian Wired I always keep my t-, så mens du skriver en artikel for italiensk kablet jeg altid holde min t
2025-06-16 18:16:45,925 - 60,614.26,1182.04,4027.92,21406.66, sars handy whenever I'm writing anything but I'd already finished., sars handy når jeg skriver noget men jeg havde allerede færdig.
2025-06-16 18:16:48,592 - 78,3021.84,1190.44,2666.68,20343.64, I realized that I had never once and..., jeg indså at jeg aldrig havde...
2025-06-16 18:16:52,246 - 95,628.32,1175.19,3652.66,20448.53, my life looked up the word disabled to see what I'd..., mit liv kiggede op ordet deaktiveret for at se hvad jeg ville...
2025-06-16 18:16:55,446 - 115,517.92,1200.41,3200.04,19496.41, ...find. Let me redo the entry. Disable., ...find. lad mig gendanne indgangen. deaktivere.
2025-06-16 18:16:58,134 - 133,513.85,1028.79,2688.07,18480.42, Adjective. Crippled helpless., adjektiv. krøbling hjælpeløs.
2025-06-16 18:17:00,303 - 151,490.77,902.08,2168.14,16922.62, Useless wrecked stalled., ubrugelig ødelagt gået i stå.
2025-06-16 18:17:03,255 - 173,548.07,961.72,2951.72,15358.16, maimed wounded mangled lame., lemlæstet såret kludret halt.
2025-06-16 18:17:05,844 - 191,473.19,918.17,2588.74,14231.02, Mutilated run down worn out., lemlæstet nedslidt.
2025-06-16 18:17:08,532 - 213,503.79,862.56,2687.63,12401.04, Weakened impotent castrated., svækket impotent kastreret.
2025-06-16 18:17:11,178 - 234,507.86,875.20,2645.26,10721.29, Paralysed handicapped senile., lammet handicappet senil.
2025-06-16 18:17:14,339 - 252,604.33,1003.07,3160.96,10169.77, Decrep it laid up done up done up., afreve det lagt op færdig færdig.
2025-06-16 18:17:17,938 - 273,541.77,1305.91,3598.63,9471.85, Done for done in cracked up counted out., done for done in cracked up optalte.
2025-06-16 18:17:21,021 - 291,507.18,1003.19,3082.54,8848.74, See also hurt useless and weak., se også skade ubrugelig og svag.
2025-06-16 18:17:23,469 - 312,514.39,875.78,2447.56,6947.95, Antonyms. Healthy. Strong., antonymer. sund. stærk.
2025-06-16 18:17:26,367 - 330,475.48,857.18,2897.99,6122.15, I was reading this list out loud too., Jeg læste også denne liste højt.
2025-06-16 18:17:30,659 - 348,526.67,1013.58,4291.41,6672.11, A friend and at first was laughing. It was so ludicrous., en ven og i første omgang var grinende. det var så latterligt.
2025-06-16 18:17:32,693 - 367,515.38,1078.41,2033.74,4755.48, But I had just gotten past mangled., men jeg havde lige fået forbi manglet.
2025-06-16 18:17:36,408 - 385,507.95,919.80,3340.58,4768.80, When my voice broke and I had to stop., da min stemme brød og jeg var nødt til at stoppe.
2025-06-16 18:17:40,145 - 404,493.37,792.36,3288.23,4574.97, And collect myself from the emotion., og indsamle mig selv fra følelserne.
2025-06-16 18:17:44,992 - 422,1806.32,727.51,3187.09,5721.75, It's a personal shock and impact., det er en personlig chok og indvirkning.
2025-06-16 18:17:48,085 - 443,576.00,816.86,3092.33,4498.91, The assault from these words unleashed., angrebet fra disse ord sluppet løs.
2025-06-16 18:17:57,704 - 461,666.89,1150.48,8569.51,10387.37, Of course this is my raggedy old dasara so I'm thinking as much as I can., selvfølgelig dette er min raggedy gamle dasara så jeg tænker så meget som jeg kan.
2025-06-16 18:18:01,708 - 480,658.09,1206.56,4004.02,10453.62, It must be an ancient print date right?, det skal være en gammel udskrift dato ikke?
2025-06-16 18:18:07,313 - 498,562.91,1059.15,5604.47,12314.64, The print date was the early 1980s when I would have been., udskriftsdatoen var begyndelsen af 1980'erne hvor jeg ville have været.
2025-06-16 18:18:11,251 - 516,565.32,1068.28,3936.87,12522.25, And starting primary school and forming an understanding of myself., og starte grundskolen og danne en forståelse af mig selv.
2025-06-16 18:18:15,258 - 533,526.04,898.09,4006.57,13034.69, Outside the family unit and as related to the other-, uden for familieenheden og som relateret til den anden
2025-06-16 18:18:19,610 - 551,586.94,1035.47,4351.44,13694.68, kids in the world around me and needless to say thank God I was-, børn i verden omkring mig og unødvendige at sige gudskelov jeg var
2025-06-16 18:18:22,289 - 0,522.10,987.33,2678.32,13263.40, wasn't using it the SARS back then., ikke brugte det sars dengang.
