time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-16 18:00:30,922 - 15,548.58,563.51,8055.59,13859.31, For some time I have been interested in the pl, I nogen tid har jeg været interesseret i pl
2025-06-16 18:00:36,548 - 30,515.20,916.41,5625.49,16382.33, SIBO effect which might seem like an odd thing., sibo effekt som kan synes som en mærkelig ting.
2025-06-16 18:00:43,162 - 45,535.76,1107.92,6612.30,19876.42, For a magician to be interested in unless you think of it., for en tryllekunstner at være interesseret i medmindre du tænker på det.
2025-06-16 18:00:46,211 - 61,587.00,1120.97,3048.43,19611.81, In the terms that I do which is something., i de vilkår som jeg gør hvilket er noget.
2025-06-16 18:00:48,880 - 76,528.67,799.52,2668.77,19148.64, Nothing fake is believed in enough., intet falsk menes i nok.
2025-06-16 18:00:51,644 - 92,560.73,880.63,2763.77,18604.60, By somebody that it becomes something real. In other words., af nogen at det bliver noget virkeligt. med andre ord.
2025-06-16 18:00:54,519 - 107,533.16,920.52,2874.81,18373.14, Sugar pills have a measurable effect., sukkerpiller har en målbar effekt.
2025-06-16 18:00:57,809 - 123,476.58,531.47,3289.30,18363.01, In certain kinds of studies the placebo., i visse former for undersøgelser placebo.
2025-06-16 18:01:00,513 - 141,537.84,813.26,2703.92,17350.30, Just because the person thinks that what's happening., bare fordi personen mener at hvad der sker.
2025-06-16 18:01:03,808 - 156,474.66,942.20,3295.34,17534.19, According to them is a pharmaceutical or a..., ifølge dem er en farmaceutisk eller en...
2025-06-16 18:01:07,371 - 172,481.55,1060.43,3562.80,17776.08, some sort of a... for pain management for example., en slags a... for smertebehandling for eksempel.
2025-06-16 18:01:11,177 - 187,528.38,1119.07,3805.43,18466.51, If they believe it enough there's a measurable effect in the body., hvis de tror det nok er der en målbar effekt i kroppen.
2025-06-16 18:01:14,510 - 205,474.07,961.78,3332.81,18065.85, Called the placebo effect. Something fake becomes-, kaldet placebo-effekten. noget falsk bliver
2025-06-16 18:01:17,967 - 220,478.74,795.20,3456.14,18422.57, Something real because of someone's perception., noget virkeligt på grund af nogens opfattelse.
2025-06-16 18:01:20,468 - 235,512.41,747.87,2501.09,17816.37, In order for us to understand., for at vi kan forstå.
2025-06-16 18:01:24,743 - 250,538.09,904.14,4274.17,18973.92, Each other I want to start by showing you a rudimentary., hinanden jeg ønsker at starte med at vise dig en rudimentary.
2025-06-16 18:01:29,169 - 265,549.88,1202.44,4425.36,20306.45, Very simple magic trick and I'm going to show you how it works., meget enkel magisk trick og jeg vil vise dig hvordan det virker.
