time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-16 19:30:38,015 - 23,591.40,1611.23,19023.33,23942.33, One day Los Angeles Times columnist Steve Lopez was walking along the streets of down, En dag gik Los Angeles gange klummeskribenten Steve Lopez langs gaderne nede ad floden.
2025-06-16 19:30:41,728 - 46,590.00,1226.22,3711.74,22867.28, Los Angeles when he heard beautiful music., los angeles da han hørte smukke musik.
2025-06-16 19:30:46,869 - 68,611.01,1093.59,5141.26,23459.04, Of course was a man an African American man charming., selvfølgelig var en mand en afrikansk amerikansk mand charmerende.
2025-06-16 19:30:51,002 - 91,567.91,1186.73,4129.50,22806.91, Rugged homeless. Playing a violin that only had two., robust hjemløs. spille en violin der kun havde to.
2025-06-16 19:30:55,932 - 114,586.11,1199.21,4929.91,22981.83, Two strings. I'm telling a story that many of you know because., to strenge. Jeg fortæller en historie som mange af jer kender fordi.
2025-06-16 19:31:01,183 - 140,630.16,1380.22,5251.14,22825.37, Steve's columns became the basis for a book which was turned into a movie with Robert down., steve kolonner blev grundlaget for en bog der blev forvandlet til en film med Robert ned.
2025-06-16 19:31:07,223 - 162,609.99,1732.84,6038.95,24323.55, My junior acting as Steve Lopez and Jamie Foxx as Nathaniel Anthony Ayers., min junior fungerer som steve lopez og jamie rævx som Nathaniel anthony ayers.
2025-06-16 19:31:12,366 - 185,593.71,1607.28,5143.25,24689.53, The Juilliard trained double bassist whose promising career was cut short., den juilliard uddannet kontra bassist hvis lovende karriere blev afbrudt.
2025-06-16 19:31:16,368 - 210,539.07,1214.12,4001.83,23538.02, by a tragic affliction with paranoid schizophrenia., af en tragisk lidelse med paranoid skizofreni.
2025-06-16 19:31:22,977 - 232,640.51,1327.31,6607.59,25599.65, Worked out of Juilliard he suffered a complete breakdown and 30 years later he was living homeless, arbejdede ud af juilliard han led et komplet sammenbrud og 30 år senere han levede hjemløs
2025-06-16 19:31:28,999 - 255,611.49,1643.07,6022.05,26870.63, on the streets of Skid Row in downtown Los Angeles. I encourage all of you to read, på gaderne i skid række i downtown los angeles. Jeg opfordrer jer alle til at læse
2025-06-16 19:31:34,713 - 280,654.78,1607.25,5713.19,27416.27, Steve's book or to watch the movie to understand not only the beautiful bond that form a-, steve bog eller at se filmen til at forstå ikke kun den smukke bånd der danner en
2025-06-16 19:31:40,748 - 305,591.64,1546.52,6034.22,28311.12, between these two men but how music helped shape that bond. An ultimate-, mellem disse to mænd men hvordan musik hjalp forme denne obligation. en ultimativ
2025-06-16 19:31:48,477 - 328,606.33,1713.14,7729.15,31308.09, honestly was instrumental if you'll pardon the pun in helping Nathaniel get off the street., ærligt var instrumental hvis du vil benåde ordspillet i at hjælpe Nathaniel komme væk fra gaden.
2025-06-16 19:31:52,124 - 351,610.30,1545.12,3646.13,30234.81, I met Mr. Ayers in 2008 two years ago at..., jeg mødte mr. ayers i 2008 to år siden på...
2025-06-16 19:31:58,743 - 373,685.49,1497.24,6619.41,32338.69, Walt Disney Concert Hall. He had just heard a performance of Beethoven's first and fourth symphonies..., walt disney koncertsal. han havde lige hørt en opførelse af beethovens første og fjerde symfonier...
2025-06-16 19:32:04,149 - 396,639.01,1784.46,5405.34,32992.51, and came backstage and introduced himself when speaking in a very jovial and..., og kom backstage og introducerede sig selv når han talte i en meget jovial og...
2025-06-16 19:32:12,045 - 419,705.32,1695.81,7893.83,36150.33, through various way about Yo-Yo Ma and Hillary Clinton and how the Dodgers were never going to make the world's..., gennem forskellige måde om yo-yo ma og bakkende clinton og hvordan dodgers aldrig ville gøre verden...
2025-06-16 19:32:17,083 - 441,625.89,1600.18,5037.71,36666.70, series all because of the treacherous first violent passage work in the..., serie alle på grund af den forræderiske første voldelige passage arbejde i...
2025-06-16 19:32:22,504 - 464,655.63,1370.59,5420.38,37319.34, ...the vast movement of Beethoven's fourth symphony. And we got talking about music., ... den enorme bevægelse af beethovens fjerde symfoni. og vi fik taler om musik.
2025-06-16 19:32:28,678 - 487,706.03,1633.44,6174.38,38779.96, And I got an e-mail from Steve a few days later saying that Nathaniel was interested in a violin., og jeg fik en e-mail fra Steve et par dage senere siger at Nathaniel var interesseret i en violin.
2025-06-16 19:32:32,771 - 510,532.44,1365.77,4092.78,38179.30, Now I should mention that Nathaniel refuses treats., nu Jeg bør nævne at Nathaniel nægter godbidder.
2025-06-16 19:32:37,291 - 532,589.15,1093.15,4519.97,38156.77, Because when he was treated it was with shock therapy and Thoris., fordi da han blev behandlet var det med shock terapi og thoris.
2025-06-16 19:32:41,518 - 555,665.34,1299.65,4225.90,37635.53, Thoris was seen and handcuffed and that scar has stayed with him for his entire life., thoris blev set og håndjernet og arret har opholdt sig hos ham hele hans liv.
2025-06-16 19:32:47,004 - 578,587.61,1401.72,5485.90,38373.24, But as a result now he is prone to these schizophrenic episodes., men som et resultat nu er han tilbøjelige til disse skizofrene episoder.
2025-06-16 19:32:51,859 - 0,514.45,1241.57,4854.87,39081.12, The worst of which can manifest themselves as him exploding., det værste af hvilke kan manifestere sig som ham eksploderer.
