time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-16 20:33:27,042 - 33,670.09,1535.94,20259.98,251725.89, I'd like to share with you a discovery that I made a few months ago while writing an article for Italian W..., Jeg vil gerne fortælle dig en opdagelse som jeg lavede for et par måneder siden mens jeg skrev en artikel til italiensk w...
2025-06-16 20:33:32,350 - 63,658.53,1683.87,5307.16,250823.65, I always keep my bazaar as handy whenever I'm writing anything but I'd already finished editing the..., jeg altid holde min basar så praktisk når jeg skriver noget men jeg havde allerede færdig redigere...
2025-06-16 20:33:37,961 - 96,651.63,1757.89,5610.46,249533.42, piece and I realized that I had never once in my life looked up the word disabled to see what I'd..., stykke og jeg indså at jeg aldrig havde nogensinde i mit liv kiggede op ordet deaktiveret for at se hvad jeg ville...
2025-06-16 20:33:41,799 - 129,605.86,1578.49,3837.78,246500.12, mind. Let me redo the entry. Disabled adjective. Crippled., mind. lad mig gendanne indgangen. deaktiveret adjektiv. krøbling.
2025-06-16 20:33:45,172 - 159,607.42,1354.14,3372.29,243629.25, Helpless. Useless. Racked. Stalled. Mamed. Wounded., hjælpeløs. ubrugelig. racked. stacked. mamed. såret.
2025-06-16 20:33:47,791 - 189,538.37,1159.21,2619.45,240015.42, Mangled. Lame. Mutilated. Run down., kludret. lam. lemlæstet. køre ned.
2025-06-16 20:33:51,076 - 220,573.40,1054.33,3284.65,236855.16, Worn out. Weakened. Impedant. Castrated. Paralyzed., slidt. svækket. impedant. kastreret. lammet.
2025-06-16 20:33:54,344 - 250,611.67,1228.53,3267.86,233886.39, Handicapped. Sea Nile. Decrepid. Late up. Done up., handikappet. hav nile. decrepid. sent op. færdig.
2025-06-16 20:33:57,570 - 280,588.60,1348.12,3225.74,230878.70, Done for. Done in. Cracked up. Count it out. See also., done for. done in. cracket up. tælle det ud. se også.
2025-06-16 20:34:00,757 - 312,562.29,1277.88,3186.23,227435.65, Hurt useless and weak. Antonyms. Healthy. Strong., såret ubrugelig og svag. antonyms. sund. stærk.
2025-06-16 20:34:05,291 - 342,646.03,1407.13,4533.79,225724.48, Capable. I was reading this list out loud to a friend and at first was laughing. It was..., i stand. Jeg læste denne liste højt til en ven og ved første var grin. det var...
2025-06-16 20:34:10,022 - 373,610.41,1554.38,4730.86,223993.00, It was so ludicrous but I just got and passed mangled and my voice broke..., det var så latterligt men jeg lige fik og passeret manipuleret og min stemme brød...
2025-06-16 20:34:13,981 - 404,558.79,1346.24,3957.99,221507.44, And I had to stop and collect myself from the emotional..., og jeg var nødt til at stoppe og samle mig fra den følelsesmæssige...
2025-06-16 20:34:17,957 - 435,525.10,1119.22,3976.54,219059.06, shock and impact that the assault from these words unleashed., chok og indvirkning at angrebet fra disse ord sluppet løs.
2025-06-16 20:34:23,141 - 465,654.74,1384.28,5183.24,218003.44, You know and of course this is my raggedy old dasara so I'm thinking this must be an ancient., du ved og selvfølgelig dette er min raggedy gamle dasara så jeg tror det må være en gammel.
2025-06-16 20:34:30,687 - 498,634.06,1603.00,7545.86,218706.81, Print date right? But in fact the print date was the early 1980s when I would have been., udskrift dato ikke? men faktisk den udskrift dato var i begyndelsen af 1980'erne hvor jeg ville have været.
2025-06-16 20:34:36,957 - 528,651.13,1528.57,6268.98,218731.47, And starting primary school and forming an understanding of myself outside the family unit and as related to..., og starte grundskolen og danne en forståelse af mig selv uden for familien enhed og som relateret til...
2025-06-16 20:34:41,476 - 558,671.74,1543.70,4519.07,217009.55, the other kids in the world around me and needless to say thank God I wasn't using it the SARS., de andre børn i verden omkring mig og overflødigt at sige gudskelov jeg ikke brugte det sars.
2025-06-16 20:34:43,538 - 0,466.02,987.69,2061.30,217405.41, Back then., dengang.
