time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-16 17:53:19,140 - 17,569.82,431.59,4651.49,10065.51, I'm going to talk today, Jeg skal tale i dag.
2025-06-16 17:53:25,352 - 32,527.66,803.65,6210.82,13214.37, about it. And that might seem a bit surprising because., om det. og det kan virke lidt overraskende fordi.
2025-06-16 17:53:30,803 - 48,492.73,926.18,5450.65,15399.93, My full-time work of the foundation is mostly., mit fuldtidsarbejde i fundamentet er for det meste.
2025-06-16 17:53:33,702 - 63,543.86,922.30,2899.48,15235.18, about vaccines and seeds about the things that., om vacciner og frø om de ting der.
2025-06-16 17:53:36,746 - 78,533.52,954.86,3043.65,15214.66, We need to invent and deliver to help the., vi har brug for at opfinde og levere for at hjælpe.
2025-06-16 17:53:39,547 - 96,543.21,923.66,2799.63,14330.68, The poorest 2 billion live better lives., de fattigste 2 milliarder lever bedre liv.
2025-06-16 17:53:42,174 - 112,536.09,736.52,2627.34,13698.24, But energy and climate are extreme., men energi og klima er ekstreme.
2025-06-16 17:53:47,141 - 128,580.41,865.07,4966.44,15408.85, It's extremely important to these people in fact more important., det er ekstremt vigtigt for disse mennesker faktisk mere vigtigt.
2025-06-16 17:53:49,787 - 148,490.92,908.80,2645.96,13984.58, Than to anyone else on the planet., end for nogen anden på planeten.
2025-06-16 17:53:52,393 - 164,487.19,810.66,2605.08,13337.56, It's getting worse. Means that many years., det bliver værre. betyder at mange år.
2025-06-16 17:53:56,145 - 179,538.43,950.07,3752.09,14050.20, Their crops won't grow. There'll be too much rain., deres afgrøder vil ikke vokse. Der vil være for meget regn.
2025-06-16 17:53:59,597 - 194,474.26,992.57,3451.25,14461.47, Not enough rain. Things will change in ways., ikke nok regn. tingene vil ændre sig på måder.
2025-06-16 17:54:02,764 - 210,469.37,925.50,3167.33,14381.26, That their fragile environment simply can't., at deres skrøbelige miljø simpelthen ikke kan.
2025-06-16 17:54:05,904 - 225,480.68,908.35,3138.92,14476.06, Support and that leads to starvation that leads., støtte og det fører til sult der fører.
2025-06-16 17:54:09,297 - 241,499.92,868.21,3392.86,14620.40, It leads to uncertainty. It leads to unrest., det fører til usikkerhed. det fører til uro.
2025-06-16 17:54:12,795 - 257,481.19,869.91,3497.25,14856.51, The climate changes will be terrible for them., klimaændringerne vil være forfærdelige for dem.
2025-06-16 17:54:15,925 - 273,494.12,898.90,3129.90,14738.06, Also the price of energy is very important to them., også prisen på energi er meget vigtig for dem.
2025-06-16 17:54:20,217 - 288,680.55,987.95,4292.12,15978.66, In fact if you could pick just one thing to lower the price., faktisk hvis du kunne vælge bare én ting for at sænke prisen.
2025-06-16 17:54:23,513 - 303,484.95,890.99,3294.99,16228.99, Sub to reduce poverty by far., sub for at reducere fattigdommen langt.
2025-06-16 17:54:27,004 - 318,534.97,801.87,3490.88,16672.45, You would pick energy. Now the price of energy as., du ville vælge energi. nu prisen på energi som.
2025-06-16 17:54:29,968 - 337,488.47,831.62,2964.19,15765.38, Come down over time. Really advance., komme ned over tid. virkelig forskud.
2025-06-16 17:54:33,260 - 352,478.82,752.30,3291.52,16010.20, Civilization is based on it., civilisationen er baseret på det.
2025-06-16 17:54:37,009 - 371,491.21,809.39,3748.98,15907.70, It advances in energy the cold revolution., den udvikler sig i energi den kolde revolution.
2025-06-16 17:54:40,865 - 386,517.46,942.48,3854.54,16712.66, Fueled the Industrial Revolution and even in the night..., brændstof den industrielle revolution og selv om natten...
2025-06-16 17:54:44,817 - 401,510.29,1108.54,3951.42,17611.72, In the 1900s we've seen a very rapid decline in the..., i 1900-tallet har vi set en meget hurtig nedgang i...
2025-06-16 17:54:47,996 - 416,536.27,1172.52,3178.82,17739.59, price of electricity and that's why we have..., pris på elektricitet og det er derfor vi har...
2025-06-16 17:54:50,984 - 431,495.12,1059.19,2986.90,17670.51, We have generators air conditioning we can make..., vi har generatorer aircondition vi kan lave...
2025-06-16 17:54:55,491 - 448,582.36,1174.26,4506.45,18718.91, modern materials and do so many things. And so we're in a..., moderne materialer og gøre så mange ting. og så er vi i en...
2025-06-16 17:54:58,260 - 464,432.90,1002.69,2768.47,18239.78, Wonderful situation with..., vidunderlig situation med...
2025-06-16 17:55:02,031 - 484,506.90,892.40,3770.55,17947.90, electricity in the rich world. But as we may..., elektricitet i den rige verden. men som vi kan...
2025-06-16 17:55:05,745 - 499,579.07,1170.08,3713.98,18600.61, ...make it cheaper and let's say let's go for making it..., ... gør det billigere og lad os sige lad os gå til at gøre det...
2025-06-16 17:55:08,619 - 516,505.84,1177.23,2873.45,18029.04, ...twices cheap. We need to mean..., ...to gange billigt. vi skal betyde...
2025-06-16 17:55:11,734 - 531,515.28,1111.93,3115.37,18101.75, We need a new constraint. And that constraint..., vi har brug for en ny begrænsning. og denne begrænsning...
2025-06-16 17:55:14,094 - 547,517.38,825.80,2359.15,17202.64, ...has to do with CO2., ... har at gøre med co2.
2025-06-16 17:55:16,938 - 563,524.44,803.12,2843.60,16797.70, CO2 is warming the planet., co2 varmer planeten.
2025-06-16 17:55:19,220 - 579,494.90,773.84,2282.00,15817.84, The equation on CO2 is actually a-, ligningen på co2 er faktisk en
2025-06-16 17:55:21,841 - 597,498.74,966.09,2620.54,14775.70, very straightforward one. If you sum up the CO2-, meget ligetil én. hvis du opsummerer co2
2025-06-16 17:55:24,336 - 0,967.99,676.11,2494.46,16662.02, 2, 2
