time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-16 20:04:22,459 - 28,603.68,608.02,6553.99,56234.71, So I've known a lot of fish in my life. I've loved only two., Så jeg har kendt mange fisk i mit liv.
2025-06-16 20:04:28,648 - 55,552.80,1230.68,6188.33,56819.22, That first one was it was more like a passionate affair., at første var det var mere som en lidenskabelig affære.
2025-06-16 20:04:32,501 - 85,512.55,1179.80,3853.01,54449.96, It was a beautiful fish flavorful textured meaty., det var en smuk fisk smagfuld tekstureret kødfuld.
2025-06-16 20:04:35,548 - 113,584.73,1180.27,3046.83,51689.96, A best-seller on the menu? What a fish. Even better., en bestseller på menuen? hvad en fisk. endnu bedre.
2025-06-16 20:04:50,207 - 143,643.98,1461.25,14658.26,60102.85, It was farm raised to the supposed and highest standards of sustainability. So you can feel good., det var gården hævet til de formodede og højeste standarder for bæredygtighed. så du kan føle dig godt.
2025-06-16 20:04:55,302 - 170,622.85,1466.60,5094.33,59584.07, What about selling it? I was in a relationship with this beauty for several months. One day..., hvad med at sælge det? Jeg var i et forhold med denne skønhed i flere måneder. en dag...
2025-06-16 20:05:04,800 - 198,678.89,1667.86,9497.27,63253.30, ...the head of the company called and asked if I'd speak at an event about the farm sustainability. Absolutely. I..., ... lederen af virksomheden ringede og spurgte om jeg ville tale ved en begivenhed om bedriftens bæredygtighed. absolut. i...
2025-06-16 20:05:11,032 - 226,597.93,1706.37,6231.80,63709.08, He said here's the company trying to solve what's become this unimaginable problem for us chefs., han sagde her er virksomheden forsøger at løse hvad der er blevet dette ufattelige problem for os kokke.
2025-06-16 20:05:16,042 - 253,599.32,1576.21,5009.90,63113.30, How do we keep fish on our menus? For the past 50 years we've been fishing..., hvordan holder vi fisk på vores menuer? i de sidste 50 år har vi fisket...
2025-06-16 20:05:19,952 - 282,617.06,1450.18,3908.94,61003.20, in the seas like we clear-cut forests. It's hard to over-strate..., i havene som vi rydder skove. Det er svært at overvurdere...
2025-06-16 20:05:25,401 - 310,662.56,1357.65,5448.74,60692.06, the destruction. 90% of large fish the ones we love the tunas the ha-..., ødelæggelse. 90% af store fisk dem vi elsker tunene ha-...
2025-06-16 20:05:30,685 - 338,597.22,1497.67,5283.44,60154.59, the salabits the salmon swordfish. It collapsed. There's almost nothing left., salabitterne laksen sværdfisken. det kollapsede. der er næsten intet tilbage.
2025-06-16 20:05:36,155 - 365,682.64,1563.24,5470.31,60039.42, So for better or for worse aquaculture fish farming is going to be part of our future., så på godt eller ondt akvakultur fiskeopdræt vil være en del af vores fremtid.
2025-06-16 20:05:40,502 - 393,650.46,1400.46,4345.90,58579.09, A lot of arguments against it. Fish farms pollute. Most of them do anyway., en masse argumenter imod det. fiskeopdræt forurener. de fleste af dem gør alligevel.
2025-06-16 20:05:46,642 - 424,619.39,1567.64,6139.75,58285.48, And they're inefficient. Take tuna. A major drawback. It's got a feed conversion ratio of 15..., og de er ineffektive. tage tun. en stor ulempe. det har et foder konverteringsforhold på 15...
2025-06-16 20:05:52,049 - 452,660.99,1597.33,5406.25,57903.29, to one. That means it takes 15 pounds of wild fish to get you one pound of farm tuna., til en. det betyder at det tager 15 pund vilde fisk at få dig et pund af farm tun.
2025-06-16 20:05:56,459 - 480,624.09,1379.46,4409.43,56574.98, Not very sustainable. It doesn't taste very good either. So here finally..., ikke meget bæredygtig. det smager heller ikke særlig godt. så her endelig ...
2025-06-16 20:06:01,944 - 508,645.22,1402.32,5485.40,56255.15, was the company trying to do it right. I wanted to support him. The day before the event..., var virksomheden forsøger at gøre det rigtigt. Jeg ønskede at støtte ham. dagen før begivenheden...
2025-06-16 20:06:06,206 - 539,593.99,1340.48,4261.45,54157.38, I called the head of PR for the company. Let's call him Don., jeg kaldte lederen af pr for virksomheden. lad os kalde ham don.
2025-06-16 20:06:10,903 - 567,623.71,1426.18,4696.41,53086.30, Don I said just to get the facts straight you guys are famous for farming so far out this., don sagde jeg bare for at få fakta lige I fyre er kendt for landbrug så langt ude dette.
2025-06-16 20:06:16,086 - 595,631.62,1685.50,5183.17,52470.87, You don't pollute. That's right he said. We're so far out. The waste from our., du ikke forurener. det er rigtigt sagde han. vi er så langt ude. affaldet fra vores.
2025-06-16 20:06:18,010 - 0,459.26,661.27,1922.77,53986.93, Fish., fisk.
