time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-15 17:27:16,055 - 17,414.75,503.46,5467.35,39429.87, jeg vil gerne dele en opdagelse, I want to share a discovery
2025-06-15 17:27:19,108 - 30,276.34,805.05,3051.51,39800.71, med dig som jeg gjorde for et par måneder, with you as I did for a few months
2025-06-15 17:27:21,906 - 43,108.20,779.79,2798.19,39886.90, siden mens jeg skrev en artikel til et, since while writing an article to a
2025-06-15 17:27:23,382 - 55,124.61,649.17,1475.70,38874.31, til italien wired, to italy wired
2025-06-15 17:27:27,194 - 68,77.49,731.79,3811.20,39975.05, jeg har altid min synonym ordbog ved hånden, I always have my synonym dictionary at hand
2025-06-15 17:27:28,028 - 81,131.81,719.30,833.10,38111.80, øøhhm, uhhm
2025-06-15 17:27:35,362 - 97,352.66,781.53,7333.76,42112.46, når jeg skriver noget men jeg var allerede færdig med at redigere stykket og jeg, when I write something but I was already done editing the piece and I
2025-06-15 17:27:37,963 - 111,247.79,923.75,2601.21,41798.86, indså at jeg aldrig i mit liv havde, realized that in my life I never had
2025-06-15 17:27:40,102 - 124,241.13,699.76,2138.48,41238.23, slået ordet handikappet op, turned up the word disabled
2025-06-15 17:27:41,902 - 137,77.47,578.67,1799.45,40340.37, for at se hvad jeg fandt, to see what I found
2025-06-15 17:27:43,601 - 151,300.79,598.09,1698.66,39125.78, lad mig læse op for der, let me read for there
2025-06-15 17:27:44,911 - 164,93.64,545.92,1310.35,37738.36, opslaget handicappet, the post disabled
2025-06-15 17:27:46,446 - 181,236.90,519.16,1534.24,35758.67, forkrøblet hjælpeløs, crippled helpless
2025-06-15 17:27:48,925 - 193,96.79,607.79,2478.43,35732.03, ubrugelig ødelagt gået i, useless corrupted gone in
2025-06-15 17:27:50,086 - 206,138.93,522.43,1160.57,34188.33, stå lemliste, stand lemlist
2025-06-15 17:27:52,338 - 222,282.05,521.42,2248.59,33138.71, såret manglede halvt, the wound was half missing
2025-06-15 17:27:54,806 - 239,257.28,614.38,2468.23,32109.40, lemlæstet nedslidt svækket, mutilated worn-out weakened
