time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-16 18:28:40,809 - 18,568.02,902.59,10879.09,16651.68, If I can leave you with one big idea today it's that the whole, Hvis jeg kan efterlade dig med en stor idé i dag er det hele
2025-06-16 18:28:44,847 - 36,567.42,1182.21,4037.25,17032.69, of the data in which we consume is greater than the sum of the part., af de data hvor vi forbruger er større end summen af den del.
2025-06-16 18:28:48,576 - 54,440.07,1053.00,3728.68,17093.50, And instead of thinking about information overload., og i stedet for at tænke på overbelastning af oplysninger.
2025-06-16 18:28:55,135 - 72,557.97,1140.59,6558.49,19981.69, What I would like you to think about is how we can use information., hvad jeg gerne vil have dig til at tænke over er hvordan vi kan bruge oplysninger.
2025-06-16 18:28:59,380 - 89,520.99,1257.23,4243.90,20761.95, So that patterns pop and we can see trends that would otherwise., så mønstre pop og vi kan se tendenser der ellers ville.
2025-06-16 18:29:03,775 - 107,572.76,1300.67,4395.31,21492.19, Being visible. So what we're looking at right here is a typical more., at være synlige. så hvad vi kigger på lige her er en typisk mere.
2025-06-16 18:29:08,467 - 127,528.27,1166.31,4691.79,22120.06, Holiday chart organized by age. This. Tool that I'm using., ferie diagram organiseret efter alder. dette. værktøj som jeg bruger.
2025-06-16 18:29:13,649 - 145,523.06,1298.63,5181.75,23649.27, Here is a little experiment it's called pivot and with pivot what I can do., her er en lille eksperiment det kaldes pivot og med pivot hvad jeg kan gøre.
2025-06-16 18:29:18,286 - 163,564.03,1334.89,4635.96,24624.79, Is I can choose to filter on one particular cause of death say accident., er jeg kan vælge at filtrere på en bestemt årsag til døden sige ulykke.
2025-06-16 18:29:22,320 - 181,520.17,1134.42,4033.82,24992.72, And right away I see there's a different pattern that emerges., og med det samme jeg se der er et andet mønster der opstår.
2025-06-16 18:29:26,507 - 199,529.07,1187.19,4187.02,25519.28, This is because in the mid era here people are their most active., dette er fordi i midten af æraen her folk er deres mest aktive.
2025-06-16 18:29:30,558 - 216,547.85,1275.50,4049.80,26112.91, And over here they're their most frail. We can step back out again., og herovre er de deres mest skrøbelige. vi kan træde tilbage igen.
2025-06-16 18:29:35,120 - 236,515.42,1184.55,4562.17,26613.77, And then reorganize the data by cause of death. Seeing that., og derefter reorganisere data ved dødsårsagen. se det.
2025-06-16 18:29:39,858 - 257,472.99,1093.35,4736.02,27085.99, Circulatory diseases and cancers are the usual suspects but not., kredsløbssygdomme og kræft er de sædvanlige mistænkte men ikke.
2025-06-16 18:29:43,548 - 277,522.51,1149.03,3689.42,26708.73, For everyone if we go ahead and we filter by a..., for alle hvis vi går videre og vi filtrerer med en...
2025-06-16 18:29:47,250 - 294,503.43,1184.13,3701.75,26960.44, say 40 years or less we see that accidents are..., sige 40 år eller mindre ser vi at ulykker er...
2025-06-16 18:29:54,928 - 312,547.97,1298.71,7677.76,30980.44, actually the greatest cause that people have to be worried about and if you drill..., faktisk den største årsag at folk skal være bekymrede for og hvis du borer...
2025-06-16 18:29:58,676 - 330,493.13,1189.47,3747.19,31076.84, under that it's especially the case for Matt., under at det er især tilfældet for mat.
2025-06-16 18:30:03,328 - 348,484.69,970.71,4651.65,32058.20, You get the idea that viewing information viewing data., du får den idé at visning af oplysninger visning af data.
2025-06-16 18:30:06,705 - 365,564.09,1041.64,3376.76,31978.74, In this way it's a lot like swimming., på denne måde er det meget ligesom svømning.
2025-06-16 18:30:11,368 - 383,495.75,976.20,4662.47,32967.66, Living information infographic. And if we can do this for-, levende information infografik. og hvis vi kan gøre dette for
2025-06-16 18:30:16,689 - 403,525.62,1122.20,5320.36,34185.30, all data why not do it for content as well? So we'll-, alle data hvorfor ikke gøre det for indhold så godt? så vi vil
2025-06-16 18:30:20,142 - 420,496.74,1059.58,3452.75,34153.11, What we have right here is the cover of every single-, hvad vi har lige her er omslaget af hver enkelt
2025-06-16 18:30:24,978 - 439,488.81,954.95,4835.36,35109.43, sports illustrated ever produced. It's all here., sport illustreret nogensinde produceret. det er alt sammen her.
2025-06-16 18:30:32,359 - 457,607.67,1291.24,7380.73,38797.99, It's all on the web. You can go back to your rooms and try this after my talk., det hele er på nettet. du kan gå tilbage til dine værelser og prøve dette efter min tale.
2025-06-16 18:30:35,628 - 475,515.64,1358.00,3267.94,38378.64, With pivot you can drill into a decade., med pivot kan du bore ind i et årti.
2025-06-16 18:30:38,505 - 493,532.02,1069.39,2877.51,37563.74, You can drill into a particular year. You can jump right in., du kan bore ind i et bestemt år. du kan hoppe lige i.
2025-06-16 18:30:41,861 - 510,557.11,1145.90,3354.83,37415.84, So I'm looking at this. I see the athletes that., så jeg kigger på dette. Jeg ser atleter der.
2025-06-16 18:30:46,011 - 528,543.31,1307.64,4149.55,37871.10, They have appeared in this issue the sports. I'm a Lance Armstrong fan., de har optrådt i dette spørgsmål sporten. Jeg er en lance armstrong fan.
2025-06-16 18:30:50,937 - 546,564.66,1456.71,4926.28,39088.65, So I'll go ahead and I'll click on that which reveals for me all the., så jeg vil gå videre og jeg vil klikke på det som afslører for mig alle de.
2025-06-16 18:30:55,557 - 564,520.57,1449.28,4619.06,40011.51, issues in which Lance Armstrong's been a part of. Now if I want., spørgsmål hvor Lance armstrong har været en del af. nu hvis jeg vil.
2025-06-16 18:30:59,857 - 584,581.73,1386.10,4299.76,40202.51, to just kind of take a peek at these I might think well what about., at bare slags tage et kig på disse Jeg kunne tænke godt hvad med.
2025-06-16 18:31:02,916 - 0,539.19,1342.29,3059.49,40164.98, Taking a look at all of cycling so I can step back and., tager et kig på alle cykling så jeg kan træde tilbage og.
