time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-15 20:34:03,063 - 31,386.50,845.58,9114.19,39626.86, hvis jeg kan give jer en vigtig tanke med på vejen i dag så er, If I can give you an important thought on the road today
2025-06-15 20:34:06,823 - 56,319.68,953.06,3759.31,38189.75, det er den samlede mængde data vi forbruger af, that is the total amount of data we consume from
2025-06-15 20:34:11,193 - 82,142.38,901.60,4369.95,37175.53, er større end summen af delene i stedet for at tænke på, is greater than the sum of the parts instead of thinking about
2025-06-15 20:34:17,649 - 107,168.72,991.25,6455.42,38407.20, informations overload vil jeg gerne have til at tænke over hvordan vi kan bruge, information overload I would like to have to think about how we can use
2025-06-15 20:34:23,306 - 132,147.35,999.94,5657.05,38881.73, information som mønstre træder frem og vi kan se tendenser der ellers, information as patterns appear and we can see trends there otherwise
2025-06-15 20:34:25,978 - 158,157.14,861.44,2671.46,36149.17, vil være usynlig det vi ser her er, will be invisible what we see here is
2025-06-15 20:34:28,260 - 183,147.78,677.00,2281.81,33239.51, et typisk dødelighedsrate, a typical mortality rate
2025-06-15 20:34:31,417 - 212,305.12,663.46,3156.53,30348.53, værktøj jeg bruger her er et lille eksperiment der hedder, tool I use here is a small experiment called
2025-06-15 20:34:34,940 - 237,185.78,1082.80,3523.20,28698.58, det hedder pivet og med pivet kan jeg vælge at filtrere efter en, it's called the paw and with the paw I can choose to filter by a
2025-06-15 20:34:41,949 - 266,324.41,1187.54,7008.11,29685.90, bestemt dødsårsag for eksempel ulykker og straks ser er at der, particular cause of death for example accidents and immediately see that there is
2025-06-15 20:34:45,682 - 291,205.80,928.45,3731.60,28266.74, tegner sig et andet mønster det skyldes at folk i midten, another pattern arising from people in the middle
2025-06-15 20:34:49,462 - 317,274.20,926.25,3779.58,26671.72, her er mest aktive og herover er de mest skrøbelige, are most active here and above are the most fragile
2025-06-15 20:34:52,433 - 346,294.33,900.15,2971.10,23649.34, vi kan træde et skridt tilbage og derefter omorganiserer, we can step back and then reorganise
2025-06-15 20:34:57,149 - 373,304.01,927.63,4715.81,22782.65, dataen efter dødsårsag og se at kredsløbssygdomme og, data after cause of death and see that circulatory diseases and
2025-06-15 20:35:01,278 - 403,311.49,1247.62,4128.42,20718.95, kræft er de sædvanlige mistænkte men ikke for alle hvis vi går, cancer are the usual suspects but not for everyone if we leave
2025-06-15 20:35:05,366 - 432,463.33,965.53,4087.33,18810.30, videre og filtrerer efter alder for eksempel 40 år eller, further and filter by age for example 40 years or
2025-06-15 20:35:10,008 - 458,328.95,1017.32,4642.13,18082.43, serbi at ulykker faktisk er den største årsag som folk skal, serbi that accidents are actually the main cause of people's need
2025-06-15 20:35:14,850 - 486,310.79,1000.66,4841.03,17176.51, bekymre sig om og hvis man går i dybden med det er det især tilfælde for mænd, worry about and if you go into depth with it it is especially cases for men
2025-06-15 20:35:17,432 - 513,239.69,977.20,2581.64,14183.37, som man får en fornemmelse af at det er at, as you get the feeling that it is
2025-06-15 20:35:20,589 - 539,175.40,835.73,3156.16,11963.04, se information og data på denne måde er meget, see information and data in this way is very
2025-06-15 20:35:23,107 - 567,444.58,702.51,2518.27,8682.26, ligesom at svømme i en levende informations, like swimming in a living information
2025-06-15 20:35:26,432 - 593,208.45,794.01,3324.46,6679.04, en fotografi og hvis vi kan gøre dette for rådata, a photograph and if we can do this for raw data
2025-06-15 20:35:29,244 - 618,185.84,806.72,2812.07,4317.22, hvorfor så ikke også gøre det for indhold så, why not also do it for content then
2025-06-15 20:35:34,852 - 646,317.91,776.77,3033.80,4129.12, det vi har her er forsiden af alle sports, what we have here is the front of all sports
2025-06-15 20:35:40,463 - 674,383.27,869.19,2686.06,3939.19, illustrated magasiner der nogensinde er produceret det, illustrated magazines ever produced it
2025-06-15 20:35:45,579 - 699,212.77,878.20,2834.60,3926.57, hele er på nettet kan gå tilbage til jeres, the whole is online can go back to your
2025-06-15 20:35:51,293 - 726,348.95,792.71,2917.45,4060.87, værelser og prøvede efter min tale med piet, rooms and tried after my talk with piet
2025-06-15 20:36:00,304 - 751,228.95,1067.53,6626.48,7924.90, i kan gå i dybden med et årti vi kan gå i dybden med et bestemt år i kan, you can go into depth with a decade we can go into depth with a certain year you can
2025-06-15 20:36:04,930 - 779,987.64,1363.09,4464.19,6815.79, springe direkte til et bestemt nummer når jeg ser på dette, jump directly to a specific number when I look at this
2025-06-15 20:36:09,325 - 805,786.59,1134.13,4009.18,5930.58, serie de atleter der har været med i dette nummer jeg er fan af, series the athletes that have been in this number I am a fan of
2025-06-15 20:36:20,870 - 832,257.60,1422.26,10316.74,11996.99, lans armstrong ser er klikker på det og så får jeg vist alle de numre hvor lans, lances Armstrong looks are clicking on it and then I get to show all the numbers where the lances
2025-06-15 20:36:23,066 - 857,231.42,1210.84,2195.15,9105.13, lance armstrong har været en del af, lance Armstrong has been part of
2025-06-15 20:36:28,068 - 883,205.75,1020.04,5001.25,8796.05, jeg bare vil kigge lidt på disse kunne jeg tænke at jeg måske skulle, I just want to look at these a little bit I might think that I should
2025-06-15 20:36:31,582 - 908,859.10,1342.75,3513.01,7222.01, kigge på alt om cykling så jeg kan træde et skridt tilbage og, look at everything about cycling so I can step back and
2025-06-15 20:36:33,191 - 0,295.22,822.83,1608.28,7614.59, øøhhm, uhhm
