time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-15 19:55:23,587 - 28,431.75,635.58,6115.99,37828.15, i et stykke tid har jeg været interesseret i, For a while I've been interested in
2025-06-15 19:55:29,586 - 51,288.78,789.44,5997.10,39037.41, placeboeffekten hvilket måske virker underligt for en, placebo effect which may seem strange to a
2025-06-15 19:55:33,239 - 73,149.25,848.22,3652.32,38089.93, at være interesseret i med mindre man ser det på samme, to be interested in unless you see it in the same way
2025-06-15 19:55:40,133 - 100,290.24,954.48,6894.13,39382.63, måde som jeg nemlig at noget fransk bliver så troværdigt for nogle at det, way as I am that something French becomes so trustworthy for some that it
2025-06-15 19:55:43,926 - 126,287.20,974.36,3792.08,37765.42, bliver til noget virkeligt med andre ord har sukkerpiller en, becomes something real in other words sugar pills have a
2025-06-15 19:55:47,023 - 148,139.09,780.96,3097.41,36298.03, målbar effekt i visse typer undersøgelser, measurable effect in certain types of studies
2025-06-15 19:55:51,292 - 176,289.54,714.68,4267.89,34726.21, placebo effekten opstår fordi personen tror på af det der, placebo effect occurs because the person believes in it there
2025-06-15 19:55:53,772 - 198,166.41,689.14,2480.35,32626.82, sker med dem er et lægemiddel, happens to them is a drug
2025-06-15 19:55:56,872 - 222,270.32,675.74,3099.52,30746.56, eller en form for smertelindring hvis de tror, or some kind of pain relief if they think
2025-06-15 19:56:00,514 - 245,181.56,843.02,3642.08,29624.73, nok på det er der en målbar effekt i kroppen der kaldes, enough on it there is a measurable effect in the body called
2025-06-15 19:56:04,015 - 268,166.79,873.43,3499.85,28392.86, placeboeffekten noget falsk bliver til noget, placebo effect something fake becomes something
2025-06-15 19:56:07,256 - 294,387.73,813.83,3240.32,26278.58, virkeligt på grund af en persons opfattelse af det for, real due to a person's perception of it for
2025-06-15 19:56:15,990 - 320,294.82,1026.06,8733.55,29638.56, at vi kan forstå hinanden ved at starte med at vise jeg et meget simpelt trylle, that we can understand each other by starting by showing me a very simple magic
2025-06-15 19:56:18,879 - 343,325.42,976.76,2888.14,27819.73, træk og jeg vil vise jeg hvordan det virker, drag and I'll show you how it works
2025-06-15 19:56:21,931 - 367,174.34,818.52,3051.76,25936.80, dette er et træk der har været i alle børns, this is a move that has been in all children
2025-06-15 19:56:24,216 - 393,297.21,741.93,2284.52,22857.98, tryllebøger siden mindst, magic books since at least
2025-06-15 19:56:27,366 - 416,192.12,730.13,3149.55,21276.67, jeg lærte det selv fra cup scout magic i, I learned it myself from cup scout magic in
2025-06-15 19:56:32,801 - 438,222.70,866.59,5434.47,22194.31, 70erne jeg vil udføre det for jer og, 70s I will perform it for you and
2025-06-15 19:56:36,923 - 463,1116.48,933.80,4121.07,21123.38, derefter forklarer det og så vil jeg forklare hvorfor jeg forklarer det, then explain it and then I will explain why I explain it
2025-06-15 19:56:39,766 - 488,184.79,952.05,2842.90,18818.32, okay så her er hvad der sker, okay so here's what happens
2025-06-15 19:56:42,325 - 511,209.31,847.35,2557.81,16664.32, kniven som i kan undersøge, the knife that you can investigate
2025-06-15 19:56:45,349 - 534,824.38,716.05,3024.29,14941.09, min hånd som i kan undersøge jeg vil, my hand as you can examine I will
2025-06-15 19:56:48,851 - 559,900.32,888.37,3500.98,13279.39, bare holde kniven i min knytnæve sådan her jeg vil, just hold the knife in my fist like this I want
2025-06-15 19:56:52,072 - 582,189.19,946.16,3220.94,11784.52, trække erme tilbage og for at sikre at der, pull back the smear and to make sure that there is
2025-06-15 19:56:54,156 - 604,220.12,751.10,2083.52,9323.28, ikke kommer noget op eller ned af ærmet, doesn't come anything up or down the sleeve
2025-06-15 19:56:57,824 - 628,334.98,822.14,3668.24,8027.63, ville jeg bare klippe min håndled lige her så du kan se, I would just cut my wrist right here so you can see
2025-06-15 19:57:01,489 - 651,190.13,908.66,3663.85,6969.18, at der ikke kan lide noget op eller ned af ærmet, that there doesn't like anything up or down the sleeve
2025-06-15 19:57:04,552 - 674,401.61,797.46,3062.65,5288.99, så længe jeg klemmer de formålet med det, as long as I squeeze the purpose of it
2025-06-15 19:57:07,043 - 696,196.68,753.33,2261.23,3211.88, dette er ganske enkelt jeg vil åbne min hånd og, this is quite simply I will open my hand and
2025-06-15 19:57:12,866 - 719,200.08,792.60,3300.24,4293.58, forhåbeligt hvis alt går godt vil min rene dyriske, hopefully if everything goes well my pure animal
2025-06-15 19:57:17,743 - 742,187.27,813.71,3417.81,4419.93, magnetisme holde kniven på plads den sidder, magnetism will hold the knife in place it sits
2025-06-15 19:57:21,711 - 765,161.39,742.54,2731.55,3636.89, faktisk holdes så fast på plads, actually held so firmly in place
2025-06-15 19:57:27,942 - 791,418.10,799.29,3304.77,4523.01, at jeg har rysteren og kniven falder ikke af, that I have the shaker and the knife does not fall off
2025-06-15 19:57:32,313 - 814,724.35,880.53,2531.31,4137.52, intet glider op eller ned ad min, nothing slips up or down my
2025-06-15 19:57:37,613 - 837,424.13,676.16,3603.16,4704.04, arme ingen snyd og du kan undersøge alt, arms no cheating and you can investigate everything
2025-06-15 19:57:41,534 - 860,452.56,695.07,2735.92,3883.98, tara så dette er et træk som, tara so this is a move as
2025-06-15 19:57:49,041 - 887,243.73,781.52,4806.88,5833.54, jeg ofte lære til små børn der er interesseret i magi fordi, I often learn to young children who are interested in magic because
2025-06-15 19:57:53,840 - 909,198.54,1055.29,4798.44,6066.64, man kan lære meget om bedrag ved at studere netop dette selv om, you can learn a lot about deception by studying this very thing although
2025-06-15 19:57:56,393 - 934,826.57,680.28,1944.86,3453.67, det, it
2025-06-15 19:57:58,055 - 0,294.56,465.86,1660.36,3653.87, øøhhm, uhhm
