time,chunk_id,stt_latency_ms,tt_latency_ms,tts_latency_ms,total_latency_ms,transcription,translation
2025-06-16 18:42:10,326 - 21,551.17,1136.93,13388.07,18045.11, I'd like to share with you a discovery that I made a few months ago., Jeg vil gerne fortælle dig en opdagelse som jeg lavede for et par måneder siden.
2025-06-16 18:42:14,888 - 41,580.39,1210.31,4561.51,18472.59, So while writing an article for Italian Wired I always keep my-, så mens du skriver en artikel for italiensk kablet jeg altid holde min
2025-06-16 18:42:19,266 - 62,551.85,1158.69,4377.41,18543.83, the sars handy whenever I'm writing anything but I'd already finished-, sars handy når jeg skriver noget men jeg havde allerede færdig
2025-06-16 18:42:24,616 - 82,513.02,1373.07,5349.87,19806.51, editing the piece and I realized that I had never once in my life., redigering af stykket og jeg indså at jeg aldrig havde haft en eneste gang i mit liv.
2025-06-16 18:42:29,563 - 105,578.41,1542.51,4946.72,20073.27, Looked up the word disabled to see what I'd find. Let me redo the..., kiggede op ordet deaktiveret for at se hvad jeg ville finde. lad mig gendanne den...
2025-06-16 18:42:32,511 - 126,450.40,1135.98,2947.88,18751.32, entry disabled adjective., indgang deaktiveret adjektiv.
2025-06-16 18:42:35,820 - 146,466.65,872.57,3308.16,17999.96, Crippled helpless useless wrecked., lammet hjælpeløs ubrugelig ødelagt.
2025-06-16 18:42:38,724 - 167,522.68,1167.11,2903.50,16654.20, Stalled maimed wounded mangled., stakket lemlæstet såret forkrøblet.
2025-06-16 18:42:41,262 - 187,484.97,980.91,2537.60,15117.23, Lame mutilated run down., halt lemlæstet kørt ned.
2025-06-16 18:42:43,984 - 210,469.12,875.38,2721.15,13175.92, Warn out weakened impotent., advarer ud svækket impotent.
2025-06-16 18:42:46,505 - 230,481.39,824.34,2521.26,11643.87, Castrated paralyzed handicapped., kastreret lammet handicappet.
2025-06-16 18:42:49,873 - 251,607.99,990.13,3367.90,10751.64, C-nile decrepit laid up done up., c-nile decrepit lagt op færdig.
2025-06-16 18:42:53,393 - 273,541.15,1257.22,3518.92,9797.79, Done for done in cracked up counted out., done for done in cracket up optalte.
2025-06-16 18:42:56,229 - 296,481.48,933.22,2835.54,7962.98, See also hurt useless and weak., se også ondt ubrugelig og svag.
2025-06-16 18:42:58,965 - 316,447.47,814.63,2736.21,6634.91, Antonyms. Healthy. Strong., antonymer. sund. stærk.
2025-06-16 18:43:03,132 - 337,576.03,1102.51,4167.08,6524.94, Capable. I was reading this list out loud to a friend and at first was., i stand. Jeg læste denne liste højt til en ven og først var.
2025-06-16 18:43:06,605 - 357,506.15,1179.67,3471.69,5944.71, Laughing it was so ludicrous but I just got., grin det var så latterligt men jeg lige fået.
2025-06-16 18:43:08,694 - 378,465.15,901.65,2088.76,3758.35, And my voice broke., og min stemme brød.
2025-06-16 18:43:13,618 - 399,444.57,770.17,3199.69,4415.21, And I had to stop and collect myself from., og jeg var nødt til at stoppe og samle mig fra.
2025-06-16 18:43:17,830 - 422,473.86,898.42,2584.19,3957.59, The emotional shock and impact the..., det følelsesmæssige chok og påvirke...
2025-06-16 18:43:23,862 - 444,465.24,1077.80,3981.54,5525.66, the assault from these words unleashed. You know what I'm..., angrebet fra disse ord sluppet løs. du ved hvad jeg er...
2025-06-16 18:43:29,038 - 464,620.52,1519.50,4493.62,6634.04, Of course this is my raggedy old dasara so I'm thinking this must be an ain't..., selvfølgelig dette er min raggedy gamle dasara så jeg tror at dette må være en...
2025-06-16 18:43:33,618 - 484,491.26,1479.41,4579.17,7149.13, print date right? But in fact a print date was..., udskrift dato right? men i virkeligheden en udskrift dato var...
2025-06-16 18:43:38,239 - 504,509.37,1159.97,4620.73,7705.28, early 1980s when I would have been starting primary..., begyndelsen af 1980'erne hvor jeg ville have været begyndt primære...
2025-06-16 18:43:42,279 - 524,487.81,1111.64,4039.68,7686.28, school and forming an understanding of myself outside the family unit., skole og skabe forståelse for mig selv uden for familieenheden.
2025-06-16 18:43:47,310 - 544,551.38,1168.82,5030.48,8648.83, And as related to the other kids in the world around me and needless to say..., og som relateret til de andre børn i verden omkring mig og overflødigt at sige ...
2025-06-16 18:43:51,220 - 0,547.72,1335.43,3909.66,8086.66, Hey thank God I wasn't using a thesaurus back then., hey gudskelov jeg ikke brugte en thesaurus dengang.
